Country,Utility,6M3,15M3,50M3
Bulgaria,Smolyan,6.18,15.45,51.5
Bulgaria,Sofiyska voda AD,6.93,17.34,57.79
Bulgaria,Stara Zagora,9.07,22.67,75.58
Bulgaria,Svistov,5.84,14.59,48.65
Bulgaria,Targovishte,9.61,24.02,80.06
Bulgaria,Trnovo,6.26,15.64,52.14
Bulgaria,Varna,8.33,20.82,69.41
Bulgaria,Vidin,7.03,17.58,58.61
Bulgaria,Vratsa,8.6,21.51,71.71
Bulgaria,Yambol,7.04,17.61,58.69
Burkina Faso,ONEA,4.32,11.08,75.09
Burundi,REGIDESO,1.29,4.23,25.14
Cambodia,PPWSA,0.58,2.05,11.86
Cameroon,SODECA,5.45,11.18,37.15
Canada,Burnaby,41.98,41.98,66.92
Canada,City of Barrie,16.81,24.92,110.47
Canada,City of Calgary,18.2,28.05,66.35
Canada,City of Guelph,15.08,28.33,79.86
Canada,City of London,20.09,35.36,102.7
Canada,City of Ottawa,12.89,25.48,78.05
Canada,City of Regina,32.53,48.2,109.1
Canada,City of Saskatoon,29.25,50.42,146.07
Canada,City of St. Catharines,18.67,28.73,67.83
Canada,City of Victoria,15.26,26.58,70.56
Canada,City of Winnipeg,26.74,40.56,94.3
Canada,EPCOR - Edmonton,19.79,35.29,105.01
Canada,Halifax Water,18.94,25.92,53.05
Canada,Hamilton Water,14.05,23.82,72.6
Canada,Kitchener Utilities,12,29.99,99.98
Canada,Regional municipality of Durham,20.61,28.75,55.64
Canada,Surrey,9.94,18.34,51.03
Canada,Toronto,20.12,50.3,167.66
Canada,Vancouver,12.98,21.82,56.19
Canada,Windsor Utilities Commission,31.89,39.06,66.95
Cape Verde,AEB,16.09,58.08,241.67
Cape Verde,ELECTRA S.A.,16.82,59.9,247.73
Cayman Islands,Water Authority,38.83,92.51,335.69
Central African Republic,SODECA,1.68,5.13,32.64
Chad,STEE,1.15,2.88,17.61
Chile,Aguas Andinas SA,4.16,9.04,38.48
Chile,Aguas Chañar,11.3,26.8,92.31
Chile,Aguas Cordillera,5.34,11.55,40.05
Chile,Aguas Décima,5.58,12.38,38.84
Chile,Aguas La Serena,11.45,23.77,91.23
Chile,Aguas Magallanes,8.51,18.42,56.99
Chile,Aguas Manquehue,7.91,16.78,55.92
Chile,Aguas Manquehue S.A,6.89,15.3,52.53
Chile,Aguas Nuevo Sur Maule,5.28,11.36,40.71
Chile,Aguas Patagonia de Aysen,11.59,25.65,80.32
Chile,Aguas Quepe S.A.,5.09,9.4,30.03
Chile,Aguas San Isidro,11.47,24.04,88.19
Chile,Aguas San Pedro S.A.,4.88,9.52,34.02
Chile,Aguas Santiago Norte,8.85,19.13,69.61
Chile,Aguas Santiago Poniente,4.5,9.4,33.02
Chile,Aguas de Antofagasta,14.87,34.92,157.2
Chile,Aguas de Colina,4.87,9.99,32.29
Chile,Aguas de la Araucania,5.96,12.23,46.51
Chile,Aguas del Altiplano,11.24,26.12,114.5
Chile,Aguas del Valle,6.73,15.13,62.98
Chile,Brisas de Mirasol,16.29,37.43,145.5
Chile,CBAN,15.44,35.53,138.22
Chile,COOPAGUA,7.96,16.07,51.54
Chile,Cooperativa Sagrada Familia,5.73,11.71,42.63
Chile,ESETO S.A.,18.56,42.66,159.22
Chile,ESS Lo Prado,4.78,10.4,35.7
Chile,ESSAL,6.3,14.15,44.67
Chile,ESSBIO,4.71,10.44,40.37
Chile,ESVAL SA,8.14,17.91,68.61
Chile,Izarra de Lo Aguirre,6.11,12.77,43.09
Chile,Larapinta,4.36,9.09,30.77
Chile,Mirasol de Algarrobo,16.29,37.43,145.5
Chile,Novaguas S.A.,3.61,7.46,27.04
Chile,SASIPA SpA,9.46,16.67,51.34
Chile,SEMBCORP Aguas Lampa S.A.,5.01,10.45,38.18
Chile,SEMBCORP Aguas Santiago S.A.,9.07,20.07,68.37
Chile,SMAPA,3.88,7.66,28.21
Chile,San Isidro S.A.,4.26,8.53,26.37
Chile,Santa Rosa del Peral,9.12,19.71,72.81
Chile,Servicomunal,6.04,12.78,40.29
China,Baoding Water Supply Company,3.28,9.06,52.13
China,Baoji Water Supply Company,2.89,8.26,53.7
China,Baotou Water Supply Company,2.31,7.51,47.94
China,Beijing Waterworks Group,3.36,8.41,47.54
China,"Cangzhou Water Supply & Drain Group Co.,Ltd",2.96,8.61,59.93
China,"Changchun Water (Group) Co., Ltd",2.86,7.97,46.11
China,Changde Water Supply Company,1.31,3.28,17.5
China,Changsha Water Group,1.49,3.72,19.34
China,"Changzhou CGE Water Co., Ltd",1.91,4.78,32.72
China,Chengde Water Supply Company,2.54,7.42,51.89
China,Chengdu Xingrong Investment,1.92,4.81,30.36
China,Chongqing Water Group,3.23,8.09,35.27
China,Chuzhou Water Supply Company,1.28,3.19,20.57
China,"Danzhou Water Supply Co., Ltd.",1.71,4.27,23.65
China,"Daqing Water Supply Co.,ltd",2.13,5.76,29.37
China,Dazhou Water Supply and Drainage Company,1.51,3.77,24.92
China,"Da’an Water Supply Group Co., Ltd",2,5.01,37.58
China,Dezhou Water,1.8,4.9,32.89
China,Dingxi Water Supply Company,2.08,7.97,44.36
China,Dujiangyan Water Supply Company,1.57,3.93,24.46
China,Eerduosi,2.5,8.12,60.41
China,"Ezhou Yuquan Water Supply Co.,Ltd.",1.37,3.42,20.52
China,Fuzhou Water Supply Company,1.29,3.23,16.93
China,"Ganzhou Water Group Co., Ltd",1.46,3.65,16.71
China,Guanghan Water Supply Company,1.99,4.97,34.78
China,Guangzhou Water Supply Company,1.83,4.57,21.35
China,Guiyang Water Supply Company,1.85,4.62,22.02
China,HaErbin,2.22,6.01,41.59
China,Haikou Water Group,1.62,4.04,24.13
China,Haimen,1.89,4.87,33.98
China,Hainan Tianya Water industry （Group）Company,1.52,3.81,20.85
China,"Hangzhou Water Hoding Group Co., Ltd",1.76,4.39,30.29
China,Hanzhong Xingyuan Water Supply Company,1.8,4.51,30.27
China,Hefei Water Supply Group,1.43,3.75,19.29
China,Heihe Water Supply Company,2.13,5.85,39.85
China,Hengshui Water Supply Company,1.2,3,21.02
China,Heze Water,1.94,5.45,34.25
China,Hongqiao,1.94,4.85,28.3
China,Huaian,1.77,4.41,29.45
China,Huaihua Water Supply Company,1.94,4.85,26.36
China,Huangshan  Water Supply Company,1.11,2.77,15.62
China,Huhehaote Water Supply Company,2.17,6.87,44.88
China,Jiande Xin'anjiang Water Supply Company,,,
China,"Jiaxing Jiayuan Water Supply & Drainage  Co., Ltd",2.31,5.78,29.84
China,Jinan Water,2.96,8.04,49.66
China,Jincheng,1.94,5.31,37.73
China,Jingjiang Water Supply Company,2.12,5.29,33.09
China,Jinhua,1.66,4.16,32.33
China,"Jinjiang Water Supply Co., Ltd",1.39,3.47,21.02
China,Jiujiang  Water Supply Group Company,1.38,3.44,13.75
China,"Kunming CGE Water Supply Co.,Ltd",2.26,7.55,46.23
China,"Kunshan Water Supply (Group)Co., Ltd",1.52,3.81,25.65
China,Lanzhou Veolia Water (Group)Co.ltd,1.62,4.45,32.75
China,"Lianyungang Water Supply Co., Ltd",1.76,4.39,20.87
China,Liaoyang,1.48,4.44,21.07
China,Liaoyuan,1.25,4.56,19.11
China,Linan,1.57,3.93,23.49
China,Linyi Water,2.08,5.64,36.06
China,"Lishui Water Supply & Drainage Co., Ltd",1.66,4.16,20.1
China,Mianzhu Water Supply Company,1.11,2.77,19.41
China,Nanchang Water Group,1.46,3.65,18.25
China,Nanjing Tap Water General Company,1.55,3.88,18.41
China,"Nanning Jianning Water Investment Co., Ltd",1.38,3.44,13.72
China,Nantong Water Supply Company,1.66,4.16,26.91
China,"Panzhihua Water (Group) Co.,Ltd.",1.76,4.39,30.73
China,Putian,1.48,3.7,18.98
China,"Qianhuangdao Capital Water Co.,ltd",2.59,7.47,50.6
China,Qiannan,2.08,5.2,30.61
China,Qingdao Water,2.31,6.31,43.01
China,Qiqihaer,2.03,5.51,37.91
China,Quanzhou Water Supply Company,1.52,3.81,19.07
China,Qujing,2.26,5.66,31.13
China,ShangHai,1.77,4.44,25.37
China,Shangluo Water Supply Company,1.89,5.13,33.86
China,Shaoguan Water Supply Company,1.58,3.95,19.98
China,"Shaoxing Water Group Co.,LTD",1.66,4.16,20.79
China,Shenyang Water Supply Group,2.17,5.61,40.9
China,Shenzhen Water Group,2.13,5.31,26.21
China,ShiJiazhuang,2.62,7.5,49.71
China,Songyuan,1.51,4.33,15.65
China,Suqian,1.89,4.71,31.41
China,Suzhou,1.71,4.27,27.51
China,Taiyuan Tap Water Company,1.94,6.47,39.35
China,"Taizhou Jinzhou Water Co., Ltd",1.77,4.42,30.33
China,Tangshan Water Supply Company,2.08,6.08,42.2
China,Tianjin WaterWorks (Group) Company Ltd.,3.7,9.24,46.13
China,"Tongchuan Water Supply (Group) Co.,Ltd",2.96,9.42,55.24
China,Tonghua Water Supply Company,3.51,8.78,50.29
China,Weifang Water,2.13,5.95,36.85
China,Wenzhou Public Utilities Investment Group-Tap Water Subsidiary,1.76,4.39,22.39
China,WuLumuqi,1.85,5.39,12.97
China,Wuhai,1.8,5.26,36.8
China,Wuhan Water Group,1.27,3.17,14.98
China,Wuxi Water Supply Company,2.4,6.01,39.43
China,XiAn,1.93,5.02,31.43
China,XiZang,0.92,2.31,7.7
China,Xiamen Water Group,2.03,5.08,27.45
China,Xiangtan,1.76,4.39,23.04
China,Xianyang Water Supply Company,1.6,4,13.32
China,"Xining Zhengrun Urban Development (Holding) Co., Ltd.(formerly Xining Water Supply Company)",1.69,4.22,14.05
China,"Xuancheng Water Group Co., Ltd",1.11,2.77,13.86
China,Xuzhou,1.77,4.44,28.8
China,Yangquan,2.03,5.08,16.94
China,Yangzhou,1.76,4.39,29.46
China,Yantai Water,2.22,6.01,39.58
China,Yinchun,1.57,4.44,25.44
China,Yuanjiang,1.83,4.57,24.4
China,Yulin,2.06,6.56,37.45
China,"Yuncheng Water Diversion and Water Supply Co., Ltd",1.94,5.7,28.19
China,Zhangjiagang Water Supply & Drainage  Company,1.94,4.85,31.47
China,"Zhengzhou Water Supply Investment Holding Co., Ltd",2.86,7.16,50.13
China,Zhenjiang,1.62,4.04,26.75
China,Zibo Water,2.06,5.14,17.13
Colombia,ACUASAN E.I.C.E - E.S.P,3.79,6.77,18.38
Colombia,Aaa Atlantico,6.88,14.61,44.69
Colombia,Acuaviva,6.15,11.94,34.44
Colombia,Acueducto,6.64,13.47,40.03
Colombia,Acueducto Metropolitano De Bucaramanga,6.79,12.95,36.89
Colombia,Aguas De La Guajira,5.34,10.98,32.89
Colombia,Aguas De La Peninsula,5.08,9.16,25.05
Colombia,Aguas Y Aseo De El Peñol,2.71,5.32,15.47
Colombia,Aguas de Malambo,4.67,9.1,26.36
Colombia,Aguas de Occidente,5.14,10.27,30.2
Colombia,Aguas de Urabá,4.78,8.84,24.61
Colombia,Aguas del Norte Antioqueño S.A.E.S.P.,4.57,9.02,26.34
Colombia,Aguas del Oriente,6.87,14.33,43.34
Colombia,Aquaservicios,6.15,11.94,34.44
Colombia,Arauca,6.37,12.34,35.57
Colombia,Bogotá,5.9,12.13,36.35
Colombia,Buga,4.83,9.53,27.8
Colombia,Cali,6.15,11.94,34.44
Colombia,Cartagena,6.67,11.86,32.06
Colombia,Cartago,5.4,10.61,30.86
Colombia,Centroaguas,6.02,11.82,34.38
Colombia,Compañia De Servicios Basicos De Colombia,5.87,11.68,34.31
Colombia,Duitama,4.93,10.38,31.54
Colombia,EMPUMELGAR E.S.P,5.81,9.84,25.48
Colombia,Empoobando,6.02,10.37,27.28
Colombia,Empresa De Acueducto Y Alcant De Villavicencio,6.18,13.15,40.26
Colombia,Empresa De Acueducto Y Alcantarillado De Acacias,3.26,5.54,14.42
Colombia,Empresa De Acueducto Y Alcantarillado De Corinto,3.09,5.99,17.27
Colombia,Empresa De Obras Sanitarias De Santa Rosa De Cabal,4.26,7.26,18.92
Colombia,Empresa De Servicios Del Libano,3.07,5.5,14.94
Colombia,Empresa De Servicios Del Municipio De Cota,5.13,10.21,29.98
Colombia,Empresa De Servicios Publicos De Aguazul,3.29,5.22,13.14
Colombia,Empresa De Servicios Publicos De Chaparral,4.33,7.45,19.54
Colombia,Empresa De Servicios Publicos De Flandes,5.53,11.58,35.14
Colombia,Empresa De Servicios Publicos De Granada,2.08,4.14,12.14
Colombia,Empresa De Servicios Publicos De Guarne,4.7,9.48,28.07
Colombia,Empresa De Servicios Publicos De La Calera,4.42,8.28,23.3
Colombia,Empresa De Servicios Publicos De La Plata Huila,1.72,3.11,8.54
Colombia,Empresa De Servicios Publicos De Ocaña,2.32,4.41,12.54
Colombia,Empresa De Servicios Publicos De Pamplona,5.26,10.22,29.5
Colombia,Empresa De Servicios Publicos De Pitalito,4.23,7.97,22.55
Colombia,Empresa De Servicios Publicos De Sopo,6.47,13.82,42.4
Colombia,Empresa De Servicios Pùblicos De El Colegio,7.03,11.75,30.1
Colombia,Empresa De Servicios Públicos Caribabare De Tame,3.45,6.21,16.95
Colombia,Empresa De Servicios Públicos De Villeta,4.12,7.93,22.72
Colombia,Empresa Del Municipio De Sibate,4.32,7.57,20.23
Colombia,Empresa Industrial Y Comercial De Chiquinquira,5.62,11.78,35.73
Colombia,Empresa Multiproposito De Calarca,5.27,10.79,32.28
Colombia,Empresa Municipal De Campoalegre,3.23,5.64,15
Colombia,Empresa Municipal De Facatativa,6.75,11.27,28.83
Colombia,Empresa Municipal De Funza,6.07,13.15,40.71
Colombia,Empresa Municipal De Piedecuesta,3.84,7.05,19.54
Colombia,Empresa Municipal De Piendamo,2.42,4.22,12.84
Colombia,Empresas Municipales De Santander De Quilichao,3.17,5.75,15.79
Colombia,Empresas Publicas De Puerto Boyaca,3.75,6.75,18.39
Colombia,Empresas Publicas Del Municipio De El Santuario,4.17,8.18,23.77
Colombia,Empresas Publicas Municipales De Concordia,4.98,9.18,25.53
Colombia,Empresas Públicas De Rionegro S.A E.S.P.,6.86,14.51,44.26
Colombia,Empresas Públicas Municipales De Urrao,4.83,9.96,29.92
Colombia,Fusagasuga,4.85,10.02,30.13
Colombia,Girardot,5.02,10.12,29.95
Colombia,Hidropacífico,4.29,8.89,26.79
Colombia,Hydros Chia S En Ca,5.97,12.17,36.3
Colombia,Ibague,3.5,6.17,16.54
Colombia,Manizales,4.99,10.52,32.03
Colombia,Medellín,6.86,14.51,44.26
Colombia,Monteria,4.83,9.44,27.37
Colombia,Oficina De Servicios Publicos Municipio De Nilo,5.97,8.87,20.13
Colombia,Oficina Municipal De Servicios De Tocancipa,6.53,13.02,38.23
Colombia,Operadora De Servicios Publicos,8.94,15.53,41.19
Colombia,Pereira,4.45,8.36,23.54
Colombia,Popayan,3.91,6.91,18.61
Colombia,Prestador De Servicios Públicos Domiciliarios,6.71,13.59,40.35
Colombia,Ruitoque,15.56,32.13,96.55
Colombia,Santa Marta,6.19,11.09,30.17
Colombia,Secretaria De Servicios Publicos De Tenjo,4.12,8.06,23.37
Colombia,Serviciudad,5.05,9.78,28.17
Colombia,Tunja,7.49,12.36,31.32
Colombia,Valledupar,2.17,4.57,13.49
Colombia,Yopal,5.67,10.76,30.56
Colombia,Zipaquira,3.41,6.09,16.53
Comoros,MAMWE,2.98,7.46,43.84
Congo,SNDE,6.31,8.27,15.87
"Congo, Dem. Rep.",REGIDESO,1.42,4.5,22.33
Cook Islands,Infrastructure Cook Islands (ICI),0,0,0
Costa Rica,AyA,7.17,13.1,64.15
Costa Rica,Heredia Province,5.38,10.33,45.17
Croatia,Buzet,11.83,24.46,73.58
Croatia,Delnice,15.88,35.14,110
Croatia,Ivanic Grad,12.77,27.93,86.91
Croatia,Karlovac,13.48,29,89.34
Croatia,Krk,16.21,28.27,75.17
Croatia,Labin,13.76,28.01,83.42
Croatia,Makarska,11.6,21.34,59.23
Croatia,Novi Vinodolski,16.74,34.37,102.93
Croatia,Omis,16.66,34.4,103.4
Croatia,Osijek,13.43,29.58,92.36
Croatia,Otocac,15.92,32.17,95.37
Croatia,Pozega,11.8,25,76.34
Croatia,Pula,12.78,27.96,87.02
Croatia,Rijeka,11.99,26.13,81.14
Croatia,Sibenik,12.68,26.33,79.42
Croatia,Sisak,16.49,37.28,118.13
Croatia,Slavonski Brod,10.04,22.81,72.48
Croatia,Split,12.74,26.86,81.77
Croatia,Vrbovec,12.77,27.93,86.91
Croatia,Zagreb,9.97,20.81,62.98
Cyprus,Water Board of Larnaca,12.62,25.17,126.83
Cyprus,Water Board of Limassol,13.1,26.01,184.21
Czech Republic,Brněnské VaK,12.44,31.1,103.66
Czech Republic,Cheb VAK,12.95,32.37,107.9
Czech Republic,Ostravské VaK,11.51,28.79,95.95
Czech Republic,Pražské VaK,15.35,38.37,127.91
Czech Republic,Severomoravské VaK,13.42,33.54,111.81
Czech Republic,Severočeské VaK,15.07,37.67,125.58
Czech Republic,Slovácké VaK,12.21,30.52,101.73
Czech Republic,Středomoravská vodárenská,11.39,28.47,94.9
Czech Republic,"VHOS, Pardubický",13.23,33.06,110.21
Czech Republic,VaK Břeclav,14,34.99,116.63
Czech Republic,VaK Havlíčkův Brod,11.91,29.77,99.22
Czech Republic,VaK Hodonín,12.25,27.49,86.72
Czech Republic,VaK Hradec Králové,15.87,34.54,107.14
Czech Republic,VaK Karlovy Vary,18.88,36.5,105.01
Czech Republic,VaK Kroměříž,11.25,28.13,93.77
Czech Republic,VaK Mladá Boleslav,15.62,39.05,130.17
Czech Republic,VaK Pardubice,13.68,34.19,113.96
Czech Republic,VaK Přerov,11.98,29.95,99.83
Czech Republic,VaK Trutnov,13.63,34.08,113.6
Czech Republic,Vodárna Plzeň,16.98,42.45,141.5
Czech Republic,České Budějovice 1JVC,11.8,29.49,98.29
Czech Republic,Šumperská,12.75,31.87,106.23
Denmark,Aalborg,32.17,54.8,142.81
Denmark,Aarhusvand,26.09,52.11,153.33
Denmark,Copenhagen Water,22.25,46.47,140.68
Denmark,Esbjerg,26.2,46.45,125.18
Denmark,Herning,21.68,38.78,105.3
Denmark,Kolding,21.96,45.9,139.01
Denmark,Nibe,32.17,54.8,142.81
Denmark,Odense,23.49,47.28,139.82
Denmark,Roskilde,26.05,53.21,158.82
Denmark,Silkeborg,23.01,42.52,118.38
Djibouti,ONED,6.39,11.1,54.52
Dominica,DOWASCO,10.14,18.99,53.43
Dominican Republic,CORAAPLATA,9.34,23.34,77.81
Dominican Republic,CORAASAN,8.83,8.83,21.46
Ecuador,EPAM,2.01,6.4,30.25
Ecuador,EPMAPS,3.96,8.54,35.88
Ecuador,Interagua,11.33,14.25,35.05
Egypt,Alexandria Water Company,0.22,0.81,5.8
Egypt,Greater Cairo Water Company,0.22,0.81,5.8
El Salvador,ANDA,0,3.15,82.5
Eritrea,Asmara,2.67,7.89,42.34
Estonia,AS Tallina Vesi,4.05,10.11,33.71
Estonia,Haapsalu,8.6,21.49,71.63
Estonia,Pärnu,8.44,21.1,70.33
Estonia,Tartu,5.61,14.03,46.76
Estonia,Viljandi,8.98,22.45,74.84
Estonia,Võru,8.02,20.04,66.81
Ethiopia,AAWSA,0.36,1.48,7.5
Ethiopia,ARBWSSSE,0.86,3.46,16.64
Ethiopia,ASOWSSSE,1.22,4.83,33.99
Ethiopia,AWSC,1.01,3.02,12.27
Ethiopia,Ambo,1.04,3.07,11.54
Ethiopia,Asela,1.78,6.42,28.94
Ethiopia,BDRWSSSO,0.66,2.35,11.67
Ethiopia,Bishoftu,0.85,2.96,12.4
Ethiopia,DDWSSA,0.78,2.48,13.95
Ethiopia,Debrebirihane,1.61,4.56,19.28
Ethiopia,Debremarkos,1.09,3.03,12.5
Ethiopia,Degahabour,2.6,6.51,21.71
Ethiopia,Dessie,1.11,3.31,13.09
Ethiopia,GAMWSSSO,0.81,2.95,12.71
Ethiopia,Gonder,1.33,3.58,13.46
Ethiopia,HWSA,1.05,4.19,30.39
Ethiopia,Hawassa,0.72,2.56,11.51
Ethiopia,JTWSSE,0.76,2.33,10.08
Ethiopia,Jigjiga,0.68,2.17,12.22
Ethiopia,MWSSO,0.78,2.64,13.18
Ethiopia,Nekemete,0.82,2.49,11.92
Ethiopia,SELWSSSO,0.31,1.15,5.58
Ethiopia,Shashemene,0.95,2.77,10.37
Ethiopia,WSOWSSSE,1.32,4.26,17.62
Ethiopia,Wukro,1.08,4.84,34.42
Federated States Of Micronesia,"Chuuk Public Utilities (CPU), Micronesia",7.35,7.35,34.26
Fiji,Water Authority of Fiji (WAF),0.45,1.13,3.75
Finland,HSY Espoo,13.72,29.8,92.31
Finland,HSY Helsinki,13.72,29.8,92.31
Finland,Joensuu,19.03,41.75,130.1
Finland,Jyväskylän,33.21,57.4,151.46
Finland,Kuopio,19.97,41.33,124.42
Finland,Lahti,24.29,40.2,102.06
Finland,Oulu,17.06,34.44,102.04
Finland,Salo,15.62,33.01,100.67
Finland,Tampere,24.35,40.77,104.64
Finland,Vantaa,13.72,29.8,92.31
France,Acqua Publica,15.05,30.62,91.17
France,Bordeaux Métropole,21.81,38.07,106.92
France,Codah,19.11,41.03,126.31
France,Collectivité Eau du Bassin Rennais,2.61,10.49,65.64
France,Eau de Paris,9.65,21.36,66.89
France,Eaux de Grenoble Alpes,14.59,31.46,97.07
France,Eaux de Marseille,14.76,37.48,125.82
France,L'eau du Grand Lyon,,,
France,La CAPA,18.02,37.52,124.27
France,La Métropole européenne de Lille,19.05,35.24,98.22
France,Montpellier Méditerranée Métropole,11.19,26.1,86.26
France,Métropole Nice Côte d’Azur,27.38,45.87,121.9
France,Nantes Metropole,16.09,32.39,95.81
France,Veolia Eua,13.32,28.61,88.08
French Polynesia,Bora Bora,34.28,45.57,139.28
French Polynesia,Moorea,26.88,32.11,64.98
French Polynesia,Papeete,31.39,38.22,73.83
French Polynesia,Pirae,22.66,27.66,58.08
Gabon,SEEG,4.83,12.08,40.28
Georgia,Batumi water and wastewater,0.87,2.17,7.23
Georgia,GWP,0.71,1.77,5.9
Georgia,JSC Abasha vodokanal,1.79,4.48,14.94
Georgia,JSC Gori vodokanal,1.79,4.48,14.94
Georgia,JSC Kaspi Vodokanal,1.79,4.48,14.94
Georgia,JSC Kvareli vodokanal,1.79,4.48,14.94
Georgia,JSC Marneuli vodokanal,1.79,4.48,14.94
Georgia,JSC Ozurgeti vodokanal,1.79,4.48,14.94
Georgia,JSC Poti Vodokanal,14.55,36.36,121.22
Georgia,JSC Samtredia water,1.79,4.48,14.94
Georgia,JSC Tkibuli vodokanal,1.79,4.48,14.94
Georgia,Khashuri water,1.79,4.48,14.94
Georgia,Kutaisi Water and Wastewater,1.79,4.48,14.94
Georgia,MUP Vodokanal,0.46,1.15,3.83
Georgia,Oni water and wastewater,1.79,4.48,14.94
Georgia,Senaki water,1.79,4.48,14.94
Georgia,Telavi water and wastewater,1.79,4.48,14.94
Georgia,Tskhaltubo Water and Wastewater,1.79,4.48,14.94
Georgia,Zestafoni water and wastewater,1.79,4.48,14.94
Germany,Drewag,25.18,48.25,137.97
Germany,Hamburgwasser,20.91,40.57,117.03
Germany,Leipziger Wasserwerke,25.53,46.76,129.33
Germany,Mainova AG,19.09,41.3,127.64
Germany,Rhein Energie,26.43,37.24,79.27
Germany,SWB Bonn,29.27,48.28,122.18
Germany,SWB Bremen,21.66,46.57,143.41
Germany,SWM,23.3,42.79,118.57
Germany,Stadtwerke Duisburg AG,20.69,38.87,109.6
Germany,Stadtwerke Dusseldorf AG,24.23,44.64,124.03
Germany,Stadtwerke Hannover AG,28.12,53.36,159.45
Germany,Stadtwerke Kiel,22.07,41.25,115.82
Germany,Stuttgart Water Dept,24.74,54.41,169.77
Ghana,Ghana WCL,4.99,16.39,60.73
Gibraltar,AquaGib,6.46,13.59,41.33
Greece,"DEYA Agias, Larrisa",6.46,14.55,59.68
Greece,"DEYA, Agrinio",5.22,13.06,58.44
Greece,"DEYA, Alexandroupolis",15.57,27.49,92.99
Greece,"DEYA, Arta",5.15,10.37,40.36
Greece,"DEYA, Corfu",16.98,39.91,212.84
Greece,"DEYA, Heraklion (Crete)",7.5,18.86,116.23
Greece,"DEYA, Kavala",11.25,25.05,101.35
Greece,"DEYA, Mytilini (Lesvos)",9.07,20.56,94.6
Greece,"DEYA, Paros",9.22,19.66,119.91
Greece,"DEYA, Patras",9.16,15.78,93.79
Greece,DEYAR Rhodes,5.26,12.26,52.45
Greece,EYATH SA Thessaloniki,7.1,15.43,142.87
Greece,EYDAP SA Athens,5.39,14.33,145.49
Greenland,Nukissiorfiit,22.35,49.18,153.5
Grenada,NAWASA,9.32,17.44,78.58
Guadeloupe,Générale Des Eaux Guadeloupe,17.01,36.46,153.54
Guam,"GWA, Guam",30.53,37.67,141.4
Guatemala,EMPAGUA,4.49,6.55,19.38
Guernsey,Guernsey Water,14.53,26.71,74.05
Guinea,SEG,0.63,3.7,20.69
Guyana,Guyana Water Inc.,4.52,7.08,17.06
Haiti,CTE Aquin,1.58,1.58,1.58
Haiti,CTE Cap-Haitien,6.3,6.3,6.3
Haiti,CTE Cayes,4.73,4.73,4.73
Haiti,CTE Croix-des-Bouquets,7.88,7.88,7.88
Haiti,CTE Estere-Desdunes,7.09,7.09,7.09
Haiti,CTE Gonaives,7.09,7.09,7.09
Haiti,CTE Kenscoff,10.24,10.24,10.24
Haiti,CTE Lascahobas,1.58,1.58,1.58
Haiti,CTE Petites Rivieres de l'Artibonite,,,
Haiti,CTE Port-de-Paix,6.3,6.3,6.3
Honduras,"Aguas de Puerto Cortés, S.A. de C.V.",1.47,3.67,18.35
Honduras,CHOLOMA,1.14,2.85,14.55
Honduras,CHOLUTECA,10.55,10.55,10.55
Honduras,COMAYAGUA,2.71,2.71,4.7
Honduras,DANLI,5.93,5.93,5.93
Honduras,LA LIMA,1.39,3.47,18.42
Honduras,SAN PEDRO,4.03,7,28.95
Honduras,SANAA Alianza,8.22,8.22,8.22
Honduras,SANAA Ceiba,4.06,6.16,66.98
Honduras,SIGUATEPEQUE,5.94,5.94,5.94
Hungary,Alföldvíz Zrt.,7.17,14.27,41.86
Hungary,Bácsvíz Zrt.,17.38,41.62,135.89
Hungary,DMRV Zrt.,8.68,19.59,62.01
Hungary,Debreceni Vízmu Zrt.,6.92,16.62,54.34
Hungary,Dunántúli Regionális Vízmu Zrt.,13.29,31.26,101.14
Hungary,Délzalai Víz- És Csatornamu Zrt.,11.1,25.5,81.47
Hungary,Fejérvíz Zrt.,9.72,24.29,80.98
Hungary,Fovárosi Vízmuvek Zrt.,6.57,15.24,48.96
Hungary,Heves Megyei Vízmu Zrt.,7.3,18.26,60.87
Hungary,MIVIZ,8.35,20.88,69.6
Hungary,Nyíségvíz Zrt,7.52,16.42,51.04
Hungary,Pannon-Víz Zrt.,9,17.73,51.64
Hungary,Soproni Vízmu Zrt.,9.75,21.99,69.62
Hungary,Szegedi Vízmu Zrt.,7.19,14.72,43.99
Hungary,Tettye Forrásház Zrt.,11.4,28.5,95
Hungary,Vasivíz Vas Megyei Víz- És Csatornamu Zrt.,8.4,19.31,61.73
Hungary,Víz- És Csat.Muvek Koncessziós Zrt.,12.51,29.05,93.38
Hungary,Zalavíz Zrt.,17.18,28.68,73.39
Iceland,Reykjavik Energy,26.64,29.28,39.57
India,Amritsar,0.58,1.45,4.82
India,Bangalore,1.4,2.98,15.78
India,Bhoapal,1.36,3.4,11.33
India,Chandigarh,0.44,1.1,5.86
India,Chennai,1.23,1.79,19.23
India,"Corporation, Coimbatore",1.51,1.51,5.58
India,Delhi,2.79,3.54,24.17
India,"HUDA, Gurugram",0.44,1.1,5.86
India,Imphal,3.3,3.3,3.3
India,Kerala,0.71,1.86,11.32
India,"Khairatabad, Hyderabad",8,8,11.45
India,Kolhapur,2.82,3.77,7.46
India,"MIDC, Aurangabad",0.65,1.62,5.39
India,"Muglisara, Surat",6.23,6.23,6.23
