Country,Utility,6M3,15M3,50M3
Afghanistan,AUWSSC,2.83,7.07,23.58
Albania,Bajram Curri,3.7,7.63,22.88
Albania,Bashkia Himare,5.69,11,31.65
Albania,Bashkia Puke,2.98,6.02,17.8
Albania,Berat Kucove,4.31,9.15,27.99
Albania,Bilisht,3.06,6.82,21.43
Albania,Bulgarec,3.53,7.2,21.5
Albania,Bulqize,2.25,3.96,10.59
Albania,Corovode,1.56,3.9,12.99
Albania,Delvine,5.71,11.5,34.01
Albania,Devoll,3.06,6.82,21.43
Albania,Diber,1.52,3.81,12.7
Albania,Drenove,2.88,5.59,16.13
Albania,Durres,6.02,12.67,38.54
Albania,Elbasan-rural,3.25,6.44,18.86
Albania,Elber,2.52,6.29,20.98
Albania,Erseke,2.98,6.08,18.14
Albania,Fier,5.95,11.4,32.56
Albania,Fush-Kruje,2.01,5.02,16.73
Albania,Gjirokaster,4.17,8.76,26.61
Albania,Gjirokaster - rural,1.59,3.98,13.26
Albania,Gramsh,2.31,4.96,15.24
Albania,Kavaje,2.42,6.05,20.16
Albania,Komuna Allkaj,5.01,10.94,33.98
Albania,Komuna Antigone,2.55,5.05,14.75
Albania,Komuna Kozare,4.42,9.39,28.74
Albania,Komuna Qukes,2.8,5.35,15.29
Albania,Korce,6.32,13.48,41.33
Albania,Korce-rural,2.55,5.69,17.9
Albania,Kraste .,2.35,5.86,19.55
Albania,Kruje,3.33,6.71,19.85
Albania,Kukes,1.72,4.29,14.31
Albania,Kurbin,2.61,5.68,17.61
Albania,Lezhe,6.35,12.4,35.94
Albania,Librazhd,3.9,8.09,24.39
Albania,Lushnje,5.01,10.94,33.98
Albania,Lushnje-rural,3.97,9.94,33.12
Albania,Malsi e Madhe,5.18,10.17,29.57
Albania,Mirdite,1.98,4.95,16.49
Albania,Mollaj,3.53,7.2,21.5
Albania,Novosele,2.18,5.44,18.14
Albania,Orikum,2.84,5.4,15.34
Albania,Patos,7.02,14.15,41.87
Albania,Peqin,4.45,9.4,28.65
Albania,Permet,3.79,7.8,23.41
Albania,Peshkopi,1.86,4.65,15.49
Albania,Pogradec,6.29,12.36,35.94
Albania,Polican,4.44,9.42,28.83
Albania,Puke,3.59,7.25,21.45
Albania,Roshnik,3.64,7.5,22.5
Albania,Roskovec,4.43,9.46,29.03
Albania,Rrogozhine,3.77,8.58,27.31
Albania,Rubik,2.46,6.14,20.47
Albania,Sarande,6.47,12.71,36.98
Albania,Selenice,1.91,4.77,15.91
Albania,Shkoder,3.74,7.69,23.08
Albania,Shkoder-rural,3.3,8.24,27.48
Albania,Skrapar,3.43,6.91,20.45
Albania,Tepelene,3.34,6.78,20.17
Albania,Tirane,6.52,12.99,38.13
Albania,Tropoje,3.05,5.99,17.43
Albania,Ura-Vajgurore,2.88,7.19,23.98
Albania,Vau Dejes,3.71,7.91,24.21
Albania,Vlore,3.97,8.31,25.21
Albania,Vore,6.34,12.63,37.09
Albania,Voskopoje,2.88,5.59,16.13
Algeria,ADE,0.8,2,11.74
Algeria,ADE - Chlef,0.78,1.96,11.43
Algeria,ADE - Ouargia,0.76,1.89,10.98
Algeria,EPEAL,0.8,2,11.74
American Samoa,"American Samoa Power and Water Authority, ASPA",20.77,29.12,63.18
Andorra,Comú d'Andorra la Vella,,,
Angola,Bengo,1.62,3.81,12.94
Angola,Benguela,2.02,6.39,21.43
Angola,Bie,1.84,4.52,14.55
Angola,Cabinda,1.87,4.79,15.86
Angola,Cuando Cubango,1.56,3.7,11.57
Angola,Cuanza Norte,1.92,5.54,19.89
Angola,Cuanza Sul,1.88,4.99,16.97
Angola,Cunene,1.87,4.78,15.78
Angola,EPAL,2.38,7.43,26.03
Angola,Huambo,1.55,3.47,10.79
Angola,Huila,1.88,5.36,19.99
Angola,Lunda Norte,1.87,4.78,15.78
Angola,Lunda Sul,1.87,4.78,15.78
Angola,Malanje,1.87,4.82,16.03
Angola,Moxico,1.55,3.44,10.62
Angola,Namibe,1.64,3.62,11.77
Angola,Uige,1.91,5.39,19.04
Angola,Zaire,1.65,4.38,14.83
Anguilla,Anguilla Water Authority,30.36,105.91,492.51
Antigua and Barbuda,APUA,20.35,38.73,208.49
Argentina,ABSA,3.17,6.53,33.77
Argentina,Aguas Cordobesas,17.44,17.44,27.89
Argentina,Aguas Provinciales de Santa Fe SA,0,4.91,20.36
Argentina,Aguas Rionegrinas SA,3.17,3.17,15.11
Argentina,"Aguas de Catamarca, SAPEM",4.47,4.47,8.94
Argentina,Aguas de Corrientes SA,4.04,6.06,20.19
Argentina,Aguas de los Andes SA,3.34,4.59,6.77
Argentina,AySA,3.71,11.69,42.72
Argentina,CLERYSA,5.01,3.21,52.54
Argentina,COOPI,2.02,12.24,48.86
Argentina,DH de Santa Rosa,6.59,13.72,53.21
Argentina,Mendoza,3.18,4.15,7.96
Argentina,SAMEEP,18.02,22.93,96.61
Argentina,SCPL de Comodoro Rivadavia,8.51,10.64,18.92
Argentina,Salta,7.7,10.76,26.51
Armenia,AWSC,1.86,4.66,15.53
Armenia,Lori,1.86,4.66,15.53
Armenia,Nor Akunk,1.86,4.66,15.53
Armenia,Shirak water company,1.86,4.66,15.53
Armenia,Yerevan Djur,1.86,4.66,15.53
Aruba,WEB Aruba,15.77,55.46,341.67
Australia,Actew,20.91,35.05,142.88
Australia,Albury City Council,14.85,24.24,95.57
Australia,Aqwest - Bunbury Water Board (water supply),19.59,27.96,93.13
Australia,Ballina Shire Council,23.28,38.91,117.78
Australia,Barwon Water,16.97,30.79,84.55
Australia,Bathurst Regional Council,20.03,33.89,110.24
Australia,Bega Valley Shire Council,28.49,48.84,127.95
Australia,Ben Lomond Water,25.8,32.86,60.3
Australia,"Ben Lomond Water, Tasmania",25.87,32.95,60.47
Australia,Brisbane,31.18,57.01,173.68
Australia,Busselton Water (water supply),17.85,25.7,70.59
Australia,Byron Shire Council,23.98,42.46,114.34
Australia,Cairns Water and Waste (Cairns Regional Council),22.74,31.91,67.61
Australia,Central Gippsland Water,19.48,33.36,87.33
Australia,Central Highlands Water,21.16,34.18,94.48
Australia,City West Water,23.25,40.91,119.09
Australia,Clarence Valley Council,10.27,25.68,96.01
Australia,Coffs Harbour City Council,22.63,43.22,146.18
Australia,Coliban Water,22.77,36.95,92.13
Australia,Cradle Mountain Water,25.8,32.86,60.3
Australia,Dubbo City Council,26.04,39.81,93.35
Australia,East Gippsland Water,22.73,37.4,94.46
Australia,Essential Water,29.91,42.62,92.01
Australia,Eurobodalla Shire Council,36.8,60.99,155.05
Australia,Fitzroy River Water (Rockhampton Regional Council),30.1,35.84,67.18
Australia,GWMWater,32.67,43.57,85.95
Australia,Gold Coast City Council,32.34,60.14,168.24
Australia,Goldenfields Water (Reticulation),22.93,39.05,101.76
Australia,Gosford City,18.47,32.79,88.51
Australia,Goulburn Valley Water,14.19,21.24,48.65
Australia,Hunter Water Corporation,12.62,29.18,93.58
Australia,Kempsey Shire Council,33.54,52.14,151.44
Australia,Logan City Council,35.2,61.98,166.11
Australia,Lower Murray Water,14.31,17.21,50.09
Australia,MidCoast Water,33.2,57.83,168.78
Australia,North East Water,22.6,38.27,99.18
Australia,Orange City Council,27.44,43.69,118.16
Australia,Port Macquarie Hastings Council,24.51,46.28,197.45
Australia,Power and Water - Alice Springs,26.56,39.34,89.04
Australia,Power and Water - Darwin,26.56,39.34,89.04
Australia,Queanbeyan City Council,34.35,60.9,164.13
Australia,Queensland Urban Utilities,31.18,57.01,173.68
Australia,Riverina Water,15.43,24.8,65.58
Australia,SA Water - Adelaide,24.65,46.2,124.35
Australia,SA Water - Mount Gambier,24.65,46.2,124.35
Australia,SA Water - Whyalla,24.65,38.56,108.83
Australia,Shoalhaven City Council,12.79,24.58,70.41
Australia,South East Water Ltd,16.04,33.75,117.35
Australia,South Gippsland Water,31.76,48.42,113.23
Australia,Southern Water,25.8,32.86,60.3
Australia,Sydney Water Corporation,13.58,29.09,89.38
Australia,Toowoomba Regional Council,31.94,58.98,176.68
Australia,Townsville Water,51.63,51.63,51.63
Australia,Tweed Shire Council,24.52,44.99,159.73
Australia,Unitywater,34.73,59.34,166.52
Australia,Wagga Wagga Council,15.43,24.8,65.58
Australia,Wannon Water,16.1,26.06,99.33
Australia,Water Corporation - Albany,23.71,42.08,349.65
Australia,Water Corporation - Australind/Eaton,23.71,42.08,150.21
Australia,Water Corporation - Bunbury (sewerage),22.69,40.25,143.73
Australia,Water Corporation - Geraldton,23.71,42.08,150.21
Australia,Water Corporation - Kalgoorlie-Boulder (water supply),23.71,42.08,349.65
Australia,Water Corporation - Mandurah,23.71,42.08,150.21
Australia,Water Corporation - Perth,23.71,42.08,179.47
Australia,Water and Waste Services (Mackay Regional Council),30.09,41.94,103.86
Australia,Western Water,20.52,34.28,119.87
Australia,Westernport Water,32.17,45.25,96.15
Australia,Wide Bay Water,38.05,50.27,97.79
Australia,Wingecarribee Shire Council,17.96,30.1,98.03
Australia,Yarra Valley Water,14.81,30.98,131.42
Austria,Graz Holding Services,22.82,46.06,136.45
Austria,Innsbruck,15.04,32.36,99.72
Austria,Linz,15.61,27.02,71.43
Austria,Salzburg,12.59,31.48,104.92
Austria,Stadtwerke Klagenfurt,19.11,33.99,91.87
Austria,Wasserwerk Villach,12.83,29.11,92.42
Austria,Wels,16.26,32.07,93.56
Austria,Wiener Wasser,16.3,36.92,117.09
Azerbaijan,Azersu,2.47,6.18,20.59
Bahamas,Water and Sewerage Corporation,23.93,60.01,276.57
Bahrain,EWA-Bahrain,3.03,3.63,5.93
Bangladesh,"BBP, Brahmanbaria",0.76,1.89,6.3
Bangladesh,BCC. Barisal.,2.52,2.52,2.52
Bangladesh,"BarP, Barguna",4.41,4.41,4.41
Bangladesh,BhP. Bhola,3.78,3.78,3.78
Bangladesh,"Bogra, Bogra",1.45,1.45,1.45
Bangladesh,CP. Chandpur,4.41,4.41,4.41
Bangladesh,CWASA. Chittagong,0.86,2.15,7.17
Bangladesh,"Chopou, Chowmuhani",7.55,7.55,7.55
Bangladesh,"DJP Poura, Dinajpur",2.52,2.52,2.52
Bangladesh,DWASA. Dhaka & Naryanganj,1.05,2.64,8.79
Bangladesh,GP. Gopalgong,3.46,3.46,3.46
Bangladesh,GPS. Gazipur,3.78,3.78,3.78
Bangladesh,HP. Hajigonj,3.78,3.78,3.78
Bangladesh,"JhaP, Jhalakathi",0.6,1.51,5.04
Bangladesh,LMH. Lalmonirhat,3.15,3.15,3.15
Bangladesh,Lakshmipur,1.51,3.78,12.59
Bangladesh,MaP. Manikganj,0.45,1.13,4.53
Bangladesh,"NowP, Nowhata",1.26,1.26,1.26
Bangladesh,RPCC. Rangpur,2.52,2.52,2.52
Bangladesh,RWASA. Rajshahi,2.17,2.17,2.17
Bangladesh,SHP. Shariatpur Pourashava,2.83,2.83,2.83
Bangladesh,SHP. Sherpur,0.38,0.94,3.15
Bangladesh,"SinP, Singra",1.51,1.51,1.51
Barbados,Barbados Water Authority,7.44,20.77,114.02
Belarus,Baranovichy,2.38,5.95,19.85
Belarus,Borisov Vodokanal,2.41,6.02,20.76
Belarus,Brest,2.38,5.95,19.85
Belarus,Gomel Vodokanal,2.41,6.02,21.54
Belarus,Grodno,2.41,6.02,21.04
Belarus,Kobrin district vodokanal,2.38,5.95,19.85
Belarus,Minsk Vodokanal,2.14,5.35,17.83
Belarus,Mogilev,2.41,6.02,21.53
Belarus,Molodechno Vodokanal,2.41,6.02,20.76
Belarus,Orsha Vodokanal,2.41,6.02,21.55
Belarus,Pinsk,2.38,5.95,19.85
Belarus,Shklov,2.47,6.18,22.13
Belarus,"Slonim Vodokanal, JSC",2.41,6.02,21.04
Belarus,Vitebsk Vodokanal,2.41,6.02,21.55
Belarus,Zhodino Vodokanal,2.41,6.02,20.76
Belgium,AWW,12.17,33.41,162.74
Belgium,"De Watergroep, Belgium",15.54,43.24,211.84
Belgium,Farys,17.76,49.73,244.32
Belgium,Hydrabru,13.64,46.44,257.53
Belgium,SWDE,23.12,55.57,181.78
Belize,Belize Water Services,10.21,33.24,142.37
Benin,SONEB S.A.U.,3.44,11.71,43.89
Bermuda,BML,46.36,115.9,386.33
Bhutan,TMC,0.26,0.64,2.54
Bolivia,COOPAGUAS,4.18,4.18,4.18
Bolivia,COOPAPI,3.39,3.39,13.2
Bolivia,COOPLAN,0.25,1.13,12.45
Bolivia,COPLIN,3.48,6.62,23.15
Bolivia,COSAALT Ltda,1.83,3.36,13.05
Bolivia,COSAP,2.28,3.42,11.41
Bolivia,COSCHAL,2.79,2.79,10.57
Bolivia,COSEPW,3.22,4.96,17.09
Bolivia,COSMOL,3.52,5.34,18.73
Bolivia,COSPAIL,3.13,4.31,12.55
Bolivia,ELAPAS,2.85,5.54,39.44
Bolivia,EPSAS,2.76,6.89,32.2
Bolivia,Oruro,5.71,9.11,22.34
Bolivia,SAGUAPAC,4.87,6.92,25.12
Bolivia,SEMAPA,10.12,11.17,24.34
Bosnia and Herzegovina,AD ViK Bijeljina,7.04,15.85,50.13
Bosnia and Herzegovina,JKP Bašbunar d.o.o. Travnik,5.22,10.75,32.24
Bosnia and Herzegovina,JKP VIK TUZLA,7.71,16.2,49.18
Bosnia and Herzegovina,JKP ViK d.o.o. Velika Kladuša,4.37,10.93,36.45
Bosnia and Herzegovina,JKP Čapljina,6.64,14.86,46.83
Bosnia and Herzegovina,JP Komunalno d.o.o. Livno,6.11,12.62,37.93
Bosnia and Herzegovina,JP Komunalno d.o.o. Neum,5.27,13.17,55.07
Bosnia and Herzegovina,JP Novi Travnik,5.52,11.45,34.52
Bosnia and Herzegovina,JP VIK d.o.o. Zenica,3.84,6.55,17.1
Bosnia and Herzegovina,JP Vodovod d.o.o. Bihać,4.86,10.61,32.99
Bosnia and Herzegovina,KJKP ViK d.o.o. Sarajevo,5.36,11.83,42.32
Bosnia and Herzegovina,KP Budućnost Laktaši AD,6.74,14.33,43.85
Bosnia and Herzegovina,Tomislavgrad,8.3,15.64,44.21
Bosnia and Herzegovina,Vodovod Doboj,4.01,10.03,33.44
Bosnia and Herzegovina,Vodovod Mostar,6.05,12.68,38.46
Bosnia and Herzegovina,Vodovod a.d. Banja Luka,3.61,9.02,30.06
Botswana,WUC,2.77,12.73,114.01
Brazil,"ADI, Itu",5.36,8.51,40.49
Brazil,"AG, Campo Grande",9.25,20.6,91.51
Brazil,"AGESPISA, State of Piauí",7.28,14.07,97.59
Brazil,"AGUASCAR, Carlinda",3.7,10.78,90.16
Brazil,"APO, Poconé",3.4,9.92,73.51
Brazil,"ASC, Santa Carmem",2.73,7.95,61.81
Brazil,Amambai,7.66,16.46,80.23
Brazil,Anastácio,7.66,16.46,80.23
Brazil,Aparecida do Taboado,7.66,16.46,80.23
Brazil,Aquidauana,7.66,16.46,80.23
Brazil,Araguatins,5.64,6.97,28.51
Brazil,Bataguassu,7.18,15.51,66.28
Brazil,Bonito,7.66,16.46,80.23
Brazil,"CAA, Araçoiaba da Serra",6.47,11,57.22
Brazil,"CAAN, Resende",3.66,9.45,70.3
Brazil,"CAEMA, Matão",6.31,9.45,50.29
Brazil,"CAEMA, São Luís",3.94,13.22,94.47
Brazil,"CAER, Boa Vista",6.41,9.65,32.26
Brazil,"CAERD, Porto Velho",10.19,19.02,83.64
Brazil,"CAERN, Natal",7.69,11.98,54.76
Brazil,"CAESA, Macapá",5.77,8.78,36.28
Brazil,"CAESB, Brasília",4.96,12.32,101.84
Brazil,"CAGECE, Fortaleza",9.96,16.43,95.26
Brazil,"CAGEPA, João Pessoa",7.9,13,68.03
Brazil,"CAJ, Araruama",11.28,30.87,205.22
Brazil,"CASAL, Maceió",5.93,19.34,102.08
Brazil,"CASAN, Florianópolis",8.51,19.51,101.08
Brazil,"CEDAE, Rio de Janeiro",4.73,11.82,96.89
Brazil,"CESAMA, Juiz de Fora",4.34,11.49,60.64
Brazil,"CESAN, Vitória",3.91,10.34,61.92
Brazil,"CODEN, Nova Odessa",3.99,11.36,66.3
Brazil,"COMPESA, Recife",8.69,13.66,63.07
Brazil,"COPANOR, Teófilo Otoni",3.19,10.73,73.17
Brazil,"COPASA, Belo Horizonte",6.15,15.33,91.31
Brazil,"CORSAN, Porto Alegre",0,25.1,76.56
Brazil,"COSANPA, Belém",4.3,12.3,68.07
Brazil,Caarapó,7.66,16.46,80.23
Brazil,Corumbá,7.66,16.46,80.23
Brazil,Coxim,7.66,16.46,80.23
Brazil,"DAAE, Araraquara",2.17,6.85,45.85
Brazil,"DAAE, Rio Claro",4.76,9.61,58.01
Brazil,"DAE, Aguaí",4.65,7.89,40.96
Brazil,"DAE, Bauru",0,9.59,66.58
Brazil,"DAE, Cosmópolis",11.32,11.32,84.32
Brazil,"DAE, João Monlevade",0,10.23,55.14
Brazil,"DAE, Santa Bárbara D Oeste",4.16,6.98,36.66
Brazil,"DAE, Sumaré",5.5,8.25,34.07
Brazil,"DAE-AMERICANA, Americana",0,6.71,44.53
Brazil,"DAEA, Araçatuba",4.11,5.62,42.86
Brazil,"DAEJUNDIAI, Jundiaí",5.16,8.44,69.26
Brazil,"DAEM, Marília",3.99,7.76,55.2
Brazil,"DAEP, Penápolis",3.54,8.86,36.61
Brazil,"DAERP, Ribeirão Preto",2.28,4.29,53.24
Brazil,"DAEV, Valinhos",3.05,5.87,43.41
Brazil,"DEAGUA, Guaíra",3.31,5.15,23.49
Brazil,"DEMAE, Campo Belo",4.04,3.08,29.26
Brazil,"DESO, Aracaju",8.39,17.76,135.61
Brazil,"DMAE, Poços de Caldas",2.97,7.91,44.86
Brazil,"DMAES, Ponte Nova",7.82,11.62,51.52
Brazil,Dourados,7.66,16.46,80.23
Brazil,"EMBASA, Salvador",7.72,19.74,125.65
Brazil,"ESANE, Macaé",5.34,12.33,96.37
Brazil,"FDL, Limeira",3.11,8.76,66.9
Brazil,"FOZ DO BRASIL, Mauá",5.54,9.88,79.19
Brazil,"FOZ, Cachoeiro de Itapemirim",4.16,14.65,75.92
Brazil,"FOZ, Porto Ferreira",3.66,9.18,51.52
Brazil,"FOZ-SANTA GERTRUDES, Santa Gertrudes",2.69,8.48,55.08
Brazil,Fátima Do Sul,7.66,16.46,80.23
Brazil,Holambra,5.15,7.87,31.21
Brazil,Iguatemi,7.66,16.46,80.23
Brazil,Itaquiraí,7.66,16.46,80.23
Brazil,Ivinhema,7.66,16.46,80.23
Brazil,Juti,7.66,16.46,80.23
Brazil,Ladário,7.66,16.46,80.23
Brazil,ODEBRECHT AMBIENTAL URUGUAIANA S.A.,8.26,21,91.82
Brazil,Odebrecht Ambiental Araguaia Saneamento S.A,3.58,9.11,54.94
Brazil,"PM, Redenção",0,8.56,43.67
Brazil,"PMBJ, Bom Jesus do Tocantins",3.36,8.68,49.07
Brazil,"PMC, Catanduva",0,3.66,46.88
Brazil,"PMC, Corumbataí",2.42,3.63,17.92
Brazil,"PMEC, Eldorado dos Carajás",5.07,13.79,85.26
Brazil,"PMI, Iracemápolis",3.87,5.89,32.58
Brazil,"PMI, Itirapina",2.82,5.06,28.07
Brazil,"PMJ, Jaguariúna",3.06,4.9,31.29
Brazil,"PMJ, Jumirim",4.75,8.1,45.1
Brazil,PML-Louveira,4.26,7.14,38.03
Brazil,"PMMA, Monte Alegre do Sul",4.59,7.54,60.59
Brazil,"PMNM, Novo Mundo",7.66,16.46,80.23
Brazil,"PMP, Paraibuna",5.44,9.23,48.07
Brazil,"PMP, Pereiras",5.54,9.39,48.82
Brazil,PMS-Saltinho,4.33,7.29,42.05
Brazil,PMSAP-Santo Antônio de Posse,4.65,7.3,32.5
Brazil,"PMSB, Santa Branca",5.54,9.39,48.82
Brazil,"PMSI, Santa Isabel",5.54,9.87,79.09
Brazil,"PMSJP, São João do Pacuí",6.15,15.33,91.31
Brazil,"PMSRPQ, Santa Rita do Passa Quatro",5.78,8.73,35.82
Brazil,"PMT, Tejupá",2.98,5.05,26.3
Brazil,"PROLAGOS, Cabo Frio",12.41,34.15,229.98
Brazil,Paranaíba,7.66,16.46,80.23
Brazil,Prefeitura Municipal de Iguatama,4.21,6.66,29.94
Brazil,Rio Sono/TO,6.98,19.59,131.72
Brazil,"SAAE Ambiental, Salto",5.68,8.86,44.81
Brazil,SAAE Galileia,5.17,8.11,36.07
Brazil,SAAE Vicosa,0,7.61,61.52
Brazil,"SAAE, 1s de Lindóia",6.36,6.36,46.58
Brazil,"SAAE, Amparo",4.03,5.73,65.09
Brazil,"SAAE, Aracruz",4.63,11.8,56.32
Brazil,"SAAE, Atibaia",6.61,11.59,65.8
Brazil,"SAAE, Boa Esperança",6.79,10.33,40.59
Brazil,"SAAE, Caeté",2.79,6.98,46.96
Brazil,"SAAE, Cajueiro",0,15.64,77.55
Brazil,"SAAE, Capivari",4.92,8.88,58.14
Brazil,"SAAE, Carmo do Cajuru",3.41,5.29,40.91
Brazil,"SAAE, Casimiro de Abreu",7.81,12.89,59.78
Brazil,"SAAE, Catu",8.88,14.53,59.85
Brazil,"SAAE, Caxias",9.45,9.45,43.51
Brazil,"SAAE, Coqueiral",7.52,8.96,39.87
Brazil,"SAAE, Cordeirópolis",3.5,5.99,31.96
Brazil,"SAAE, Cruzeiro",3.24,5.65,32.19
Brazil,"SAAE, Curaçá",12.93,18.51,81.41
Brazil,"SAAE, Estância",4.76,9.35,80.6
Brazil,"SAAE, Formiga",4.41,5.76,25.95
Brazil,"SAAE, Garça",4.07,6.79,50.06
Brazil,"SAAE, Governador Valadares",4.02,8.66,45.22
Brazil,"SAAE, Guarulhos",5.54,9.87,79.09
Brazil,"SAAE, Guaçuí",2.25,5.8,26.46
Brazil,"SAAE, Iguatu",4.42,12.11,65.7
Brazil,"SAAE, Indaiatuba",5.33,9.17,46.58
Brazil,"SAAE, Itabirito",5.53,10.06,52.19
Brazil,"SAAE, Itaguara",6.25,8.85,48.54
Brazil,"SAAE, Itapemirim",3.43,11.41,78.68
Brazil,"SAAE, Itapetinga",4.51,7.6,32.2
Brazil,"SAAE, Itapira",4.2,4.2,57.92
Brazil,"SAAE, Itaúna",4.69,7.3,32.39
Brazil,"SAAE, Jacareí",6.99,11.86,61.23
Brazil,"SAAE, Jaguaribe",0,9.8,47.94
Brazil,"SAAE, Jataizinho",5.36,9.91,55.65
Brazil,"SAAE, Lagoa Formosa",5.84,9.81,41.2
Brazil,"SAAE, Limoeiro do Norte",4.54,12.79,78.07
Brazil,"SAAE, Linhares",3,8.45,40.44
Brazil,"SAAE, Macarani",3.34,6.1,28.51
Brazil,"SAAE, Machado",8.47,8.47,43.76
Brazil,"SAAE, Marechal Cândido Rondon",7.98,12.39,47.12
Brazil,"SAAE, Moji Mirim",4.67,7.23,84.01
Brazil,"SAAE, Morada Nova",4.02,11.05,60.22
Brazil,"SAAE, Nepomuceno",6.72,14.86,33.39
Brazil,"SAAE, Oliveira",5.43,7.64,32.82
Brazil,"SAAE, Palmital",3.39,8.49,34.06
Brazil,"SAAE, Passos",3.63,6.8,41.01
Brazil,"SAAE, Paço do Lumiar",3.36,11.26,78.53
Brazil,"SAAE, Pedreira",6.18,6.18,28.62
Brazil,"SAAE, Penedo",5.38,14.8,81.81
Brazil,"SAAE, Pimenta",6.07,10.44,53.01
Brazil,"SAAE, Pirapora",11.34,11.34,56.34
Brazil,"SAAE, Porto Feliz",4.05,11.62,54.39
Brazil,"SAAE, Remanso",6.58,8.58,25.82
Brazil,"SAAE, Ribeirão",4.64,9.87,63.68
Brazil,"SAAE, Rio das Pedras",5.85,8.93,76.27
Brazil,"SAAE, Sacramento",2.95,5.21,29.51
Brazil,"SAAE, Santa Rita de Cássia",3.28,7.79,27.28
Brazil,"SAAE, Sorocaba",3.36,5.88,46.01
Brazil,"SAAE, São Carlos",2.36,8.86,61.5
Brazil,"SAAE, Timon",8.31,12.59,45.84
Brazil,SAAE-Boca da Mata,0,11.17,40.68
Brazil,SAAE-Codó,1.62,4.05,17.75
Brazil,"SAAE-Itabira, Itabira",5.3,9.68,52.01
Brazil,"SAAE-VR, Volta Redonda",2.22,8.59,72.52
Brazil,"SAAEB, Barretos",0,9.75,53.82
Brazil,"SAAEB, Bebedouro",5.07,8.51,44.02
Brazil,"SAAEB, Brotas",2.86,4.37,21.82
Brazil,"SAAEC, Cerquilho",4.07,8.23,45.78
Brazil,"SAAEDOCO, Dois Córregos",0,5.69,33.29
Brazil,"SAAEJ, Jaboticabal",3.9,6.24,35.5
Brazil,"SAAESP, São Pedro",4.55,6.89,23.66
Brazil,"SAAJ, Jardim",7.66,16.46,80.23
Brazil,"SABESP, São Paulo",5.54,9.87,79.09
Brazil,"SAE, Araguari",4.68,6.29,19.61
Brazil,"SAE, Ituiutaba",3.98,6.15,35.48
Brazil,"SAE, Ourinhos",3.43,11.41,78.68
Brazil,"SAEAN, Artur Nogueira",4.14,6.73,34.55
Brazil,"SAECIL, Leme",6.9,10.83,51.23
Brazil,"SAEG, Guaratinguetá",4.01,6.76,37.17
Brazil,"SAEMA, Araras",3.69,5.99,30.3
Brazil,"SAEP, Pirassununga",4.39,6.6,41.13
Brazil,"SAMAE, Abatiá",9.03,17.99,122.57
Brazil,"SAMAE, Blumenau",7.94,15.22,74.1
Brazil,"SAMAE, Mogi Guaçu",2.8,4.49,42.7
Brazil,"SAMAE, São Jerônimo da Serra",7.41,15.09,82.74
Brazil,"SAMAE, Tietê",5.22,9.33,55.86
Brazil,"SANASA, Campinas",7.88,15.19,79.81
Brazil,"SANEAGO, Goiânia",7.61,15.74,68.24
Brazil,"SANEATINS, State of Tocantins",6.98,19.59,131.72
Brazil,"SANEBAVI, Vinhedo",2.63,4.88,46.23
Brazil,"SANED, Diadema",5.58,9.95,79.73
Brazil,"SANEPAR, Curitiba",8.09,15.81,82.69
Brazil,"SANESUL, Campo Grande",6.79,18.57,92.09
Brazil,"SEAMA, Iperó",5.54,9.39,48.82
Brazil,"SEMAE, Mogi das Cruzes",4.6,9.09,81.02
Brazil,"SEMAE, Piracicaba",3.71,6.9,62.91
Brazil,"SEMASA, Santo André",5.54,9.87,79.09
Brazil,"SETAE, Nova Xavantina",4.76,13.88,102.9
Brazil,"SIMAE, Capinzal",7.62,14.13,69.29
Brazil,"SIMAE, Joaçaba",5.58,11.3,49.78
Brazil,"SM, Mairinque",6.98,11.78,61.18
Brazil,Santa Rita do Pardo,7.18,15.51,66.28
Brazil,"SeMAE, São José do Rio Preto",3.7,6.38,38.18
Brazil,São Bernardo do Campo/SP,5.54,9.87,79.09
Brazil,São João do Jaguaribe,0,8.5,41.61
Brazil,São Miguel do Guamá/PA,3.62,11.93,58.69
Brazil,Três Lagoas,5.76,14.1,64.87
Brazil,Viana,1.32,3.01,17.17
Brazil,Água Clara,7.18,15.51,66.28
British Virgin Islands,The Caribbean Water and Sewerage Association,32.53,75.33,241.75
Brunei,Department of Water Services,0.46,1.14,3.8
Bulgaria,Blagoyevgrad,5.25,13.11,43.71
Bulgaria,Burgas,5.16,12.9,42.99
Bulgaria,Dimitrovgrad,6.37,15.93,53.1
Bulgaria,Dobrich,7.96,19.89,66.31
Bulgaria,Dunav,10.66,26.64,88.8
Bulgaria,Dupnitsa,3.65,9.13,30.42
Bulgaria,Gabrovo,6.66,16.66,55.53
Bulgaria,Khaskovo,10.84,27.1,90.33
Bulgaria,Krdzhali,7.24,18.09,60.31
Bulgaria,Kyustendil,6.34,15.86,52.85
Bulgaria,Lovech,7.87,19.67,65.57
Bulgaria,Montana,8.09,20.23,67.42
Bulgaria,Pazardzhik,3.57,8.94,29.79
Bulgaria,Pernik,6.37,15.93,53.09
Bulgaria,Pleven,8.16,20.41,68.02
Bulgaria,Plovdiv,5.63,14.09,46.95
Bulgaria,Ruse,8.64,21.6,72.01
Bulgaria,Shumen,9.31,23.29,77.62
Bulgaria,Silistra,9.99,24.98,83.26
Bulgaria,Sliven,6.93,17.34,57.79
