lat,lon,hydrogel_thickness_mm,vapor_gap_mm,fin_area_ratio,insulation_gap_mm,tilt_deg,salt,salt_loading,case,warmup_method,resolution,best_combined_lcow_usd_m3,n_evals,stopped_reason,wall_time_s,improvement_vs_baseline_frac,flagged_as_surrogate_artifact,max_neighbor_improvement_frac,cv_rmse,standardized_residual_mean,standardized_residual_std,msll_gp_minus_trivial,n_hyperparameter_warnings,n_de_calls,frac_de_hit_maxiter,frac_de_not_success
42.0,-87.0,2.4736256898492543,59.99999985311484,11.999999961353398,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.133683,36,stalled,805.0,0.06314846590977935,False,-0.001509,0.24007552464395773,0.24956166886374725,2.2830678708503718,-2.6199185874057807,5,12,0.0,0.0
42.0,-84.0,2.3316319392322593,59.999984723549794,11.999999959790763,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.965392,36,stalled,967.9,0.07332416719739775,False,-0.001388,0.13068346782603033,0.3527226053095068,2.2691903835564666,-2.8090139873430173,4,12,0.0,0.0
42.0,-81.0,2.4165647628194553,59.999999365984785,11.999999955142089,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.400792,36,stalled,1289.1,0.06475509958855442,False,-0.001233,0.11607003787263241,0.48836439424633016,3.652795912036506,1.4202966641219814,4,12,0.0,0.0
42.0,-78.0,2.0687854558209238,59.999999732291826,11.9999999218477,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.316473,33,stalled,1404.1,0.09103053489277686,False,-0.000906,0.17495084023182678,-0.0161499862486815,1.4607556270639477,-4.114312249014017,4,9,0.0,0.0
42.0,-75.0,2.1254944305308863,59.99999998051733,11.544326002696634,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.914893,33,stalled,1040.5,0.0872950206945221,False,-0.000883,0.11608666221843149,0.021137351361407045,4.095508672270533,3.0546618657251137,3,9,0.0,0.0
42.0,-72.0,2.0804297958521256,59.99999987277268,11.999999922431588,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.989848,33,stalled,861.7,0.09010404805857254,False,-0.000972,0.12309210756773653,-0.009022338926652522,1.2123929553651367,-4.603012733213202,4,9,0.0,0.0
42.0,-9.0,2.0828906044454985,48.78014641963853,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,11.983137,33,stalled,562.4,0.09400508419912892,False,-0.002398,0.29825619155069827,0.311792833305731,4.24716533171952,4.492416133916358,2,9,0.0,0.0
42.0,-6.0,1.7413681742924658,59.99999852385232,11.999999966260507,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.326268,33,stalled,624.6,0.08779599188859324,False,0.000666,0.21981321084055577,0.46292045177516966,2.3141671043425682,-1.7201558695652288,4,9,0.0,0.0
42.0,-3.0,2.0955207879421325,59.99999999500108,11.999999966260349,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.810390,33,stalled,641.9,0.08555613853889274,False,-0.002270,0.2732853984040331,0.33454141157580314,2.547647240814136,-1.8217667152694723,3,9,0.0,0.0
42.0,0.0,2.266199618103713,59.99998653365476,11.999999874797147,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.666379,33,stalled,613.2,0.07016115856225305,False,0.000759,0.3228325276555644,0.17132387388009043,3.714254423578603,2.721239121293756,3,9,0.0,0.0
42.0,63.0,2.047716760935598,59.99999997145935,11.99999999473793,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.419402,36,stalled,1039.1,0.1041577823185572,False,-0.002741,0.47256069764610625,0.13332164802205296,1.5143021567762391,-3.706954611288671,4,12,0.0,0.0
42.0,66.0,2.2324193082869708,58.720707750942665,11.99999999714345,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.514845,33,stalled,767.4,0.11197983318310642,False,-0.002729,0.4301864567547702,0.5629117470640855,2.396530161280011,-1.8789487802327258,3,9,0.0,0.0
42.0,69.0,2.158630649381223,59.999999972645405,11.999999979031305,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.503805,33,stalled,840.5,0.07932844031561823,False,-0.001168,0.2809641851154747,0.2692388812738678,2.4540810014424306,-1.3273113815499418,3,9,0.0,0.0
42.0,72.0,1.5691481935545324,59.99999997412421,11.99999996593217,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.651913,33,stalled,991.4,0.12008612679189293,False,-0.001898,0.15234496954144608,0.1130999442712189,3.595880465582039,1.6414898127877193,4,9,0.0,0.0
42.0,75.0,1.9426600462964003,59.999999955631694,11.99999996532421,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.452978,33,stalled,974.2,0.08758716017367162,False,-0.001586,0.14555758051645185,0.17363438782361365,1.4305471577571562,-4.277174268732672,4,9,0.0,0.0
42.0,78.0,1.3824188711603178,59.999999362067165,11.999999922088648,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,22.366058,33,stalled,983.9,0.15556484678062257,False,-0.003502,0.10604670007600182,0.3549648000735824,2.1584956815306153,-2.9990030970961024,3,9,0.0,0.0
42.0,81.0,1.431919630963974,59.99999759331055,11.99999998555421,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,28.946736,33,stalled,1018.1,0.16996457190803976,False,-0.006553,0.20009403462384076,-0.017314836350733304,1.5576011358185369,-3.6028048022429515,3,9,0.0,0.0
42.0,84.0,2.560238919638457,59.99999970022904,11.999999971428437,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,21.724028,36,stalled,1201.4,0.06777214790734298,False,-0.001731,0.38391584140036594,0.16862443463889187,1.1725966577603806,-4.141758188000614,4,12,0.0,0.0
42.0,87.0,2.487757879997618,59.99999996816571,11.99999998883455,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.302434,36,stalled,1175.9,0.06454984664544647,False,-0.000552,0.23692158993735601,0.2182532672162844,1.2350409753664002,-4.378836314951357,4,12,0.0,0.0
42.0,90.0,2.244459085898112,59.99999999164338,11.999999958637764,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,23.196855,36,stalled,1101.1,0.08923467244374289,False,-0.001076,0.38646547771992656,0.10975108515011323,1.1271708272193934,-4.4767858177514785,4,12,0.0,0.0
42.0,93.0,2.2474685472537543,59.99999999514298,11.99999999653399,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,27.700628,36,stalled,897.4,0.09744689810871905,False,-0.001130,0.5723198367041035,0.351529474051074,1.343569300905515,-4.678298744656781,3,12,0.0,0.0
42.0,96.0,1.78164119950636,59.99999998321412,11.999999926362163,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,22.271289,36,stalled,1139.2,0.1148234998287497,False,-0.001163,0.3256068233541661,0.24116553707564378,1.126657579939769,-3.9237522869315207,4,12,0.0,0.0
42.0,99.0,2.0941451439280367,59.999999826798486,11.999999954998579,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,26.885870,36,stalled,942.5,0.09681896508097315,False,-0.001202,0.40191750793221553,0.07464380553250201,1.1767054780260129,-4.399395072329592,4,12,0.0,0.0
42.0,102.0,2.2100542612144647,59.99999992107628,11.99999996957471,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,25.517370,36,stalled,959.2,0.09547615151473059,False,-0.001200,0.39660799011984177,0.10702372159205645,1.1446475264504012,-4.544027694201743,4,12,0.0,0.0
42.0,105.0,2.2733078996342444,59.99999975087494,11.99999999596178,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,24.972579,36,stalled,942.9,0.08949975712085444,False,-0.001704,0.4093192388605186,0.1636645079415436,1.1992779045058881,-4.3259638712430775,4,12,0.0,0.0
42.0,108.0,2.058986352754827,59.99999988977962,11.999999969203346,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.924689,33,stalled,735.8,0.09117854412231405,False,-0.001025,0.25851970788179085,0.07319563470759896,1.1649027352400294,-4.237754694482067,3,9,0.0,0.0
42.0,111.0,2.110503433844918,59.999999597049104,11.999999982786317,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.823441,33,stalled,741.2,0.09356962655290603,False,-0.001164,0.2634717566724011,0.2387727325009319,1.6374144801996342,-3.7825844051401356,4,9,0.0,0.0
42.0,114.0,1.9373324741263513,59.99999924361203,11.999999984047564,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.851522,33,stalled,845.7,0.10001179862275265,False,-0.001055,0.19684938959114856,0.44842852391706817,2.1579127184953473,-2.925412212626147,4,9,0.0,0.0
42.0,117.0,1.8565792965332268,59.99999654485003,11.999999957303224,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.464662,33,stalled,889.5,0.11641498397521433,False,-0.001814,0.13277701453463953,0.359017467554376,1.6943491006267506,-4.246108536761303,4,9,0.0,0.0
42.0,120.0,2.1793527402968857,59.99998609618809,11.999999947322197,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.246717,33,stalled,725.2,0.0905380884389513,False,-0.001719,0.18896797734347148,0.41515839354159256,2.2376511818338947,-2.652484207943322,4,9,0.0,0.0
42.0,123.0,2.039769817179594,59.99999983914236,11.999999990776656,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.453264,33,stalled,885.3,0.10846333704090387,False,-0.002831,0.17500017045305935,0.541405728872227,1.9174029550348959,-3.5581141813562853,4,9,0.0,0.0
42.0,126.0,1.9410962058314298,59.99999983613613,11.999999987776128,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.608595,33,stalled,831.5,0.11382489824783854,False,-0.002672,0.14596789391611442,0.514283966124963,2.1642959423111785,-3.1103115996375985,4,9,0.0,0.0
45.0,-87.0,2.199128586986962,59.999999118818664,11.999999568191765,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.831041,33,stalled,1398.6,0.08154748658826931,False,-0.001487,0.10039802079541528,0.031588378315864314,1.3484770652823836,-4.546385534002476,4,9,0.0,0.0
45.0,-84.0,2.363397056167347,59.99999139552589,11.999999683989003,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.454720,33,stalled,1337.1,0.07752965360684756,False,-0.002639,0.24937263602537388,0.3193703477302636,2.503415155396156,-1.4930485052487905,3,9,0.0,0.0
45.0,-81.0,2.1223267953885467,59.99999995918788,11.999999996313363,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.868330,33,stalled,1443.5,0.08334391358850249,False,-0.000496,0.1330834780074966,0.4825835813930945,1.7684872149001811,-3.631507496147333,4,9,0.0,0.0
45.0,-78.0,2.0900415987725696,59.37626685534333,11.999999980825113,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.995216,33,stalled,1196.7,0.09231687281029213,False,-0.001579,0.17979411790961225,0.3416753380312642,1.9914523207654253,-3.2893840287385174,3,9,0.0,0.0
45.0,-75.0,1.8955633531548142,59.99999902167329,11.99999999856935,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.749776,33,stalled,1012.8,0.10133977625513392,False,0.000105,0.18034252847826934,0.29477707278330895,1.6039399041361038,-3.941034364731128,3,9,0.0,0.0
45.0,-72.0,2.1292376715979726,59.99999974165293,11.999999671042385,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.313661,33,stalled,988.2,0.08571206538313164,False,-0.000749,0.12684085210304374,0.1638354556996076,1.2426170880156304,-4.455449523841826,4,9,0.0,0.0
45.0,-69.0,2.0024427485329666,59.99999994846643,11.999999998690761,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.535011,33,stalled,1008.3,0.1005752609336444,False,-0.001507,0.12570894481338296,0.43547115451031754,2.1063251191786736,-3.072950466018063,4,9,0.0,0.0
45.0,-63.0,1.8200072455982086,59.99999991352614,11.999999892527542,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.135591,33,stalled,1327.3,0.12472047477668116,False,-0.002659,0.13308025515194455,0.3314575942240038,1.7922886152534947,-3.602700735790453,3,9,0.0,0.0
45.0,0.0,1.9958837579484532,52.616168780086944,11.414163059164329,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.809784,33,stalled,628.9,0.11092950881474226,False,-0.003198,0.5755768446993795,-0.29997313131176295,3.476971886982761,2.3312698833533676,3,9,0.0,0.0
45.0,3.0,1.7715444255418114,46.10618206907706,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.192143,33,stalled,513.3,0.11525337359491063,False,-0.001514,0.7497184946075605,0.6114388192155626,8.090525218125087,28.544098060276585,3,9,0.0,0.0
45.0,6.0,1.7630694599403531,59.99999998479387,11.999999991166941,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.086200,33,stalled,987.0,0.11496956003306039,False,-0.001987,0.13811350345540094,0.5745913288437607,2.8746245299918423,-1.3656931649381412,4,9,0.0,0.0
45.0,9.0,2.1467066794838705,54.04655416769341,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.962706,33,stalled,562.4,0.09170157909770446,False,-0.002721,0.5784878095691196,0.3250551114571225,2.193251073679806,-1.9163530953447854,3,9,0.0,0.0
45.0,12.0,2.1490759696728885,59.99999896948678,11.99999996593273,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,12.944971,33,stalled,579.9,0.0880328447336105,False,-0.002255,0.7308418866624752,-0.18241319151892332,2.7164167273161675,-0.3550181400343084,3,9,0.0,0.0
45.0,15.0,2.0866887891064017,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.381194,33,stalled,733.3,0.09070019282116239,False,-0.002103,0.47966275363529254,0.15087840972983838,2.90105034193238,-0.07595749975318533,3,9,0.0,0.0
45.0,18.0,2.2911424791541344,59.99999444522759,11.999999948059978,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,13.297014,33,stalled,604.4,0.07971320774447761,False,-0.002591,0.2186677493520147,0.2447675791753725,2.5925704978114767,-1.5158678267907315,2,9,0.0,0.0
45.0,21.0,2.484377940721159,59.99999997680598,11.999999960327546,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,14.354775,36,stalled,745.4,0.06373847062552572,False,-0.001949,0.21361089402185798,0.1835479660927972,1.7287330582090696,-3.440847454698308,4,12,0.0,0.0
45.0,24.0,2.2131799236597423,59.99999951709421,11.999999948688911,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.550749,33,stalled,762.1,0.0781101002104754,False,-0.000878,0.2139388535688129,0.29780184635707485,1.598317567503408,-3.8211288903395895,3,9,0.0,0.0
45.0,27.0,2.313407604751006,59.9999995366349,11.99999988193823,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.699141,33,stalled,745.9,0.07126335854529971,False,-0.000702,0.2510217793741894,0.09318378700639111,1.7391942794025685,-3.3091445851729553,3,9,0.0,0.0
45.0,39.0,2.483860964390073,59.99998896936902,11.99999989557223,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.421093,36,stalled,733.0,0.0596463000436426,False,-0.001180,0.41760562034829596,0.06972729948587682,2.480401884375469,-1.5867901983719475,3,12,0.0,0.0
45.0,42.0,2.358864831782775,59.99999977650823,11.999999981534712,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.248644,36,stalled,1138.0,0.06553331903760741,False,-0.001007,0.46226141563987827,0.1991588655526783,2.7554446441811202,-1.1357035998277634,3,12,0.0,0.0
45.0,45.0,2.4910240050942796,59.99999857720582,11.99999990930276,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.677628,36,stalled,1008.4,0.05974131537323856,False,-0.000984,0.33843481683017923,0.11626976969477443,2.0310151893040773,-2.9301969463862743,3,12,0.0,0.0
45.0,54.0,2.866217637483498,59.99999806054164,11.999999993470842,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.083912,36,stalled,978.9,0.04323911180315673,False,-0.000740,0.39589556790992847,0.13654084941988257,1.8420682242611666,-2.9379441545236875,3,12,0.0,0.0
45.0,99.0,1.911604096905149,59.99999997854907,11.999999961242825,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,24.695281,36,stalled,1318.5,0.1165698786942367,False,-0.003611,0.4304312752505809,0.2639296574873935,1.6336051134751934,-3.3068664879387573,4,12,0.0,0.0
45.0,102.0,2.1544437892014234,59.99999971844165,11.999999994218689,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,21.736018,36,stalled,1207.7,0.08984984020294849,False,-0.001535,0.24617855917977685,0.13545264999058823,1.1225868687474554,-4.642870995303838,4,12,0.0,0.0
45.0,105.0,2.1624940369511383,59.99999998597016,11.9999999996439,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,21.830541,36,stalled,1097.7,0.08976738779807904,False,-0.001627,0.2801604408346149,0.4939033885178576,2.359415840140969,-2.3799468797172274,4,12,0.0,0.0
45.0,108.0,2.185124712534061,59.999999429172526,11.999999978650802,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,21.049551,36,stalled,1115.8,0.08629573397173644,False,-0.001308,0.2502021821503876,0.09932027302333057,1.1987457990571868,-4.476415569384885,4,12,0.0,0.0
45.0,111.0,2.0735256646784093,59.99999894206247,11.999999985213847,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.821920,33,stalled,931.4,0.09413954704085888,False,-0.001636,0.2694795458468689,0.11960942437386525,1.5656836966831527,-3.9637792215965986,4,9,0.0,0.0
45.0,114.0,2.009856827522563,59.99999989712529,11.999999985007804,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.754972,33,stalled,947.0,0.09862263875625053,False,-0.001430,0.20064116132449894,0.5247016892989187,2.911549080185726,-0.9842471717606414,4,9,0.0,0.0
45.0,117.0,2.225542036092465,59.99999521459175,11.999999826002517,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.394818,36,stalled,1171.9,0.08654629605350643,False,-0.001590,0.2183461226222564,0.14874430939350441,1.2432405023951154,-4.7717906782832324,4,12,0.0,0.0
45.0,120.0,2.046645767190892,59.99999850365639,11.999999975973873,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.134167,33,stalled,922.9,0.09898092350376873,False,-0.001165,0.2154622529171668,0.42091141539835986,1.8306387924499394,-3.5232887407378906,4,9,0.0,0.0
45.0,123.0,2.1553699918047844,59.99999971845522,11.999999979009166,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.193331,33,stalled,765.8,0.09180022789078314,False,-0.001148,0.20944896957179504,0.03382781484249818,1.3455272277444477,-4.137662566560604,4,9,0.0,0.0
45.0,126.0,1.9645011000008228,59.99999988967604,11.999999981666532,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.472944,33,stalled,883.3,0.11502878150845271,False,-0.002633,0.16214594612977629,0.4189112877339816,1.8190018409059507,-3.817115220628131,3,9,0.0,0.0
45.0,129.0,1.738680040609368,59.999999963958786,11.9999999947801,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.859548,33,stalled,704.7,0.13481927732286925,False,-0.002549,0.10560166064040061,0.087328617268141,1.3603765845705413,-5.524060242101725,4,9,0.0,0.0
45.0,132.0,1.8514416304132089,59.9999990550566,11.999999653098937,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.852448,33,stalled,979.5,0.12978879556329193,False,-0.003546,0.1742607689817151,0.22731048001997195,1.5671324947866185,-4.0849714094523915,4,9,0.0,0.0
45.0,135.0,1.7348923040903592,59.999999827916206,11.999999958756142,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.185520,33,stalled,937.3,0.1409245029951355,False,-0.003656,0.12501442175965138,0.4449437996615905,2.2495388223238044,-2.774808420283106,3,9,0.0,0.0
48.0,-120.0,2.0779008110656347,59.99999999916963,11.999999999948935,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,23.961088,33,stalled,1117.1,0.10986912541245455,False,-0.001210,0.3569374048237519,0.07854917143563099,1.472008934680051,-3.6387699263359035,3,9,0.0,0.0
48.0,-117.0,2.0855285896849347,59.99999990737538,11.999999922398452,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,20.224745,33,stalled,938.8,0.08765476701143421,False,-0.001491,0.3088892468596513,0.28595469595107303,1.4074180550273203,-3.7724778605736518,4,9,0.0,0.0
48.0,-114.0,2.0926403196010397,59.999999979033966,11.999999990706796,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,22.622902,33,stalled,1062.2,0.09590495283553505,False,-0.001315,0.3880576745884793,0.049426346272405774,1.3254362541165803,-3.705973910454202,4,9,0.0,0.0
48.0,-111.0,2.142089915956233,59.99999997721965,11.99999972811285,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.795777,36,stalled,1419.6,0.08597536019672715,False,-0.001213,0.2672147776813314,0.8365329578931319,4.393686672790863,4.808731518800403,4,12,0.0,0.0
48.0,-108.0,2.247149522453441,60.0,12.0,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.908082,36,stalled,1280.2,0.0754168316340118,False,-0.001571,0.19715010804806277,0.20070499134492784,1.155962311381006,-4.563103143546029,4,12,0.0,0.0
48.0,-105.0,2.2587440403344563,59.9999999962668,11.999999963976018,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.856954,36,stalled,1260.9,0.07033424250916674,False,-0.000847,0.20288961880098852,0.22234761354922755,1.1401985357869393,-4.448190798183955,4,12,0.0,0.0
48.0,3.0,1.7494281229724924,48.841685999018765,11.999999945427355,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.904444,33,stalled,590.8,0.13045911403154284,False,-0.002955,0.37290855917188537,0.07669735722972355,3.7504487930820143,2.3044329135901904,2,9,0.0,0.0
48.0,6.0,1.679763180119337,49.325683829099546,11.99999995205442,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.412065,33,stalled,612.2,0.1343019023377371,False,-0.001919,0.5748456725212108,-0.028406221402782574,2.220498127056349,-2.0573620578660208,1,9,0.0,0.0
48.0,9.0,1.805417787002004,34.09982555255397,11.999999957145086,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.121285,33,stalled,806.6,0.13584607487630251,False,-0.003202,1.0270211583511792,-0.4074223460615977,3.5814695573834037,2.4267165198025666,2,9,0.0,0.0
48.0,12.0,1.778266335439662,54.94426860306068,11.999999927076804,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,16.103537,33,stalled,812.9,0.13470759867664506,False,-0.004167,0.6689235751507413,0.09185437562457065,2.7363337585778034,-0.8113370391502834,3,9,0.0,0.0
48.0,15.0,1.9981747468971909,54.33516147848384,11.999999988590389,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.207918,33,stalled,594.2,0.10308165725300689,False,-0.001583,0.3401261946980185,0.30811200706143016,2.9296565015898675,-0.25491094851675955,3,9,0.0,0.0
48.0,18.0,2.124134667938259,59.99999995662679,11.999999981852648,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.077748,33,stalled,780.3,0.08574121888822715,False,-0.000936,0.31243812888658057,0.4118053288999152,1.7873907701962097,-3.3297474985117588,3,9,0.0,0.0
48.0,21.0,2.260718967098831,59.999999056182254,11.99999948319908,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,15.993832,33,stalled,780.9,0.08157665669106814,False,-0.002213,0.1705594013227509,-0.08519282370379698,1.6026246084916396,-4.028562930600891,3,9,0.0,0.0
48.0,24.0,2.0681824932924093,55.68007660689922,11.999999989577335,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.287455,33,stalled,867.7,0.09919091806455395,False,-0.002146,0.4228523777722469,0.3947706071736763,3.4005433732754833,1.2219231635437553,3,9,0.0,0.0
48.0,27.0,2.2369895104451696,59.99995583598855,11.999999685593293,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,17.199499,33,stalled,738.3,0.08326664152697177,False,-0.001764,0.20590781048370366,-0.2039915863007005,1.868137426380363,-2.9237909208575315,3,9,0.0,0.0
48.0,30.0,2.3480874205623405,59.999998115230284,11.999999925466184,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.001932,36,stalled,967.9,0.07562766289854292,False,-0.001711,0.4124004611413074,0.3971779269705797,2.633487337687107,-1.1168419771247475,3,12,0.0,0.0
48.0,33.0,2.4028086178516634,59.999999666413174,11.99999994624534,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.470087,36,stalled,973.4,0.06770133976060015,False,-0.000705,0.2580904584913937,0.18581896124466918,1.3349041269253323,-4.293481162913243,3,12,0.0,0.0
48.0,36.0,2.5378317143717743,59.99999999770024,11.999999940320425,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.635312,36,stalled,1137.4,0.06204332962432383,False,-0.001258,0.28827392672620417,0.18893261248367912,1.4488716948383582,-3.96679046163317,4,12,0.0,0.0
48.0,39.0,2.3809300493104666,59.999999964173156,11.99999998002479,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,18.570755,36,stalled,966.9,0.06716740486717786,False,-0.000808,0.4864937358767403,0.13473915171586748,1.9462465414441823,-2.990017093423035,4,12,0.0,0.0
48.0,42.0,2.417742910168388,59.99999997510062,11.999999981521064,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.001652,36,stalled,1019.2,0.06096682676423181,False,-0.000796,0.40266515554423976,0.22733436034102633,2.1879414651181954,-2.283798417049678,3,12,0.0,0.0
48.0,45.0,2.4769498869592237,59.99999999716173,11.99999993936065,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.788200,36,stalled,1240.1,0.06485712804634433,False,-0.001940,0.3860239087615185,0.2714663693020912,1.6231627717237267,-3.318675910105592,3,12,0.0,0.0
48.0,48.0,2.4246982362326723,59.99999996437722,11.999999993105146,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.261189,36,stalled,1233.6,0.05949616809403974,False,-0.000493,0.37931878042405215,0.22627654528465116,1.6523439005136478,-3.561348395588313,4,12,0.0,0.0
48.0,51.0,2.6310253550443825,59.99999994892798,11.999999982511774,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.666817,36,stalled,1221.7,0.05779228281473138,False,-0.001227,0.3972461869157857,0.3435200155528379,1.7401318257511802,-3.1121706946207026,3,12,0.0,0.0
48.0,54.0,2.6194090020721243,59.999999060157435,11.999999947063028,5.0,30.0,LiCl,4.0,case2,aitken-gpu-fixed-round,monthly,19.857792,36,stalled,1008.5,0.05612205887420496,False,-0.000518,0.38809507698222556,0.019579237138418547,1.5281601150796058,-3.6651729289299446,4,12,0.0,0.0
