lat,lon,standard_best_combined_lcow_usd_m3,standard_hydrogel_thickness_mm,simplified_best_combined_lcow_usd_m3,simplified_hydrogel_thickness_mm,lcow_reduction_frac,optimal_design_changed
6.0,42.0,5.530622564422886,3.4338444277082054,5.484854107980879,3.4338444277082054,0.008275461922935151,False
6.0,45.0,4.831956198790137,3.761396209897425,4.789090257997689,3.761396209897425,0.008871342998345355,False
6.0,48.0,4.055862258751712,3.2888991825872735,4.023401569547101,3.2888991825872735,0.0080034002965874,False
6.0,102.0,4.104849324512278,2.0483570514815006,4.082526191859171,2.0483570514815006,0.005438234363391549,False
6.0,117.0,4.220210517799096,1.9958837579484532,4.197761534095179,1.9958837579484532,0.005319399022687788,False
9.0,-78.0,4.121725695020004,1.6540516596989654,4.103086438744953,1.6540516596989654,0.004522197170367687,False
9.0,-75.0,3.8969098831728077,2.2035769586147103,3.874368354697046,2.2035769586147103,0.005784462343637455,False
9.0,-72.0,3.7868036213844167,2.2035769586147103,3.7648989984337686,2.2035769586147103,0.005784462343637454,False
9.0,-69.0,4.282545334296956,2.7355823274845665,4.252935051987976,2.7355823274845665,0.006914178367674308,False
9.0,-66.0,4.046393086588923,2.861993249734597,4.01737892346922,2.861993249734597,0.007170376801963509,False
9.0,-63.0,4.018864251709075,2.56482136304452,3.9916307911593214,2.6897187896092376,0.006776407174781258,True
9.0,-12.0,4.923535761483662,2.310381147050392,4.893904924593241,2.310381147050392,0.006018202837525857,False
9.0,-9.0,4.830508638524633,2.6134454484158267,4.798326300847169,2.6134454484158267,0.006662308275530528,False
9.0,-6.0,4.927354065367433,2.782148324113198,4.892817852586831,2.782148324113198,0.007009078771778073,False
9.0,-3.0,5.082436749970899,2.658967865402171,5.047144048968589,2.9808215444559503,0.006944051197983448,True
9.0,0.0,5.193490634950094,2.6422819129536537,5.157323352290675,2.8151633540872507,0.0069639641623743505,True
9.0,3.0,5.258336995961912,2.639211455806078,5.223023041291165,2.639211455806078,0.006715802866546263,False
