water_price_usd_per_m3,hydrogel_lifetime_years,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
2.7142857142857144,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-11833.342919879866,inf,inf
4.428571428571429,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-10644.76837283006,inf,inf
6.142857142857142,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-9456.193825780254,inf,inf
7.857142857142857,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-8267.619278730448,191.25802831447112,inf
9.571428571428571,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-7079.044731680641,52.302869346680204,inf
11.285714285714285,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-5890.470184630835,30.293592296435815,inf
13.0,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-4701.8956375810285,21.321437702244218,inf
14.714285714285714,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-3513.3210905312226,16.449526421202908,inf
16.428571428571427,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-2324.7465434814185,13.389946930608383,inf
18.142857142857142,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,-1136.171996431609,11.290024607450304,30.341697398711418
19.857142857142858,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,52.40255061819698,9.75946458052018,19.7187474600881
21.57142857142857,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,1240.977097668001,8.594350289934134,15.1154984218608
23.285714285714285,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,2429.551644717809,7.677756574126154,12.376253873598332
25.0,0.8214285714285714,21.497021836022054,0.0016638301493752347,10.0,19.78156245333938,3618.1261917676147,6.937831765074738,10.521435648484253
1.0,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-13006.556829436779,inf,inf
2.7142857142857144,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-11817.982282386973,inf,inf
4.428571428571429,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-10629.407735337167,inf,inf
6.142857142857142,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-9440.83318828736,inf,inf
7.857142857142857,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-8252.258641237555,184.90924365342187,inf
9.571428571428571,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-7063.684094187747,51.81634498568743,inf
11.285714285714285,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-5875.109547137942,30.129737775514386,inf
13.0,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-4686.535000088135,21.24013852864369,inf
14.714285714285714,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-3497.9604530383285,16.401093740175405,inf
16.428571428571427,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-2309.3859059885244,13.357837890345959,inf
18.142857142857142,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,-1120.8113589387158,11.267188464778892,30.0987518906189
19.857142857142858,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,67.76318811109195,9.742395738478644,19.63807064463112
21.57142857142857,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,1256.337735160896,8.581110872837158,15.071527093083988
23.285714285714285,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,2444.912282210702,7.667188817632062,12.347810094447171
25.0,0.9285714285714286,21.497021836022054,0.0016638301493752347,10.0,19.75940774585266,3633.486829260508,6.929201596844128,10.501290637783356
1.0,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-12994.37425487345,inf,inf
2.7142857142857144,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-11805.799707823644,inf,inf
4.428571428571429,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-10617.225160773836,inf,inf
6.142857142857142,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-9428.65061372403,inf,inf
7.857142857142857,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-8240.076066674224,180.16601954912858,inf
9.571428571428571,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-7051.5015196244185,51.436869744901635,inf
11.285714285714285,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-5862.926972574613,30.00103918557852,inf
13.0,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-4674.352425524807,21.17609939467041,inf
14.714285714285714,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-3485.7778784750008,16.36288393711744,inf
16.428571428571427,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-2297.2033314251967,13.332481391144166,inf
18.142857142857142,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,-1108.628784375387,11.249142624035636,29.909930964595343
19.857142857142858,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,79.9457626744188,9.72890077606362,19.574638659256856
21.57142857142857,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,1268.520309724223,8.570639614222829,15.036854573423495
23.285714285714285,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,2457.0948567740306,7.658828156479486,12.325350884709051
25.0,1.0357142857142856,21.497021836022054,0.0016638301493752347,10.0,19.741836770949394,3645.6694038238365,6.922372232482051,10.48537126922156
1.0,1.1428571428571428,21.497021836022054,0.0016638301493752347,10.0,19.72756035384049,-12984.475913040746,inf,inf
