water_price_usd_per_m3,t_wh_in_c,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
1.0,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,-12407.5386557984,inf,inf
2.7142857142857144,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,-10206.496001382253,inf,inf
4.428571428571429,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,-8005.453346966104,120.59130191095839,inf
6.142857142857142,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,-5804.410692549956,29.39787981660797,inf
7.857142857142857,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,-3603.368038133808,16.73930269124498,inf
9.571428571428571,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,-1402.3253837176599,11.7009383222661,35.7329597709012
11.285714285714285,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,798.7172706984857,8.99387192422195,16.517660224633744
13.0,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,2999.759925114633,7.3040467924982515,11.406401707486893
14.714285714285714,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,5200.802579530782,6.148776124618298,8.797712501013395
16.428571428571427,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,7401.845233946931,5.309051083750225,7.184225887488567
18.142857142857142,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,9602.887888363079,4.671125578308518,6.079828050015412
19.857142857142858,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,11803.930542779228,4.170059179133566,5.273737029812236
21.57142857142857,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,14004.973197195377,3.766076390727566,4.658382089857782
23.285714285714285,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,16206.015851611526,3.4334537229704263,4.172724709679292
25.0,59.14285714285714,26.539276043696702,0.00190125095624127,15.0,10.663632017419298,18407.05850602767,3.1548178629916452,3.7794149998517637
1.0,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,-11897.747714975398,inf,inf
2.7142857142857144,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,-8822.7777334341,inf,inf
4.428571428571429,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,-5747.807751892806,28.83707812006572,inf
6.142857142857142,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,-2672.8377703515125,14.161346783450812,inf
7.857142857142857,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,402.1322111897862,9.385095299035303,18.05498035908616
9.571428571428571,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,3477.1021927310812,7.018080500254865,10.710267413687179
11.285714285714285,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,6552.0721742723745,5.604555587292794,7.729465090565893
13.0,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,9627.042155813673,4.664974266717621,6.069622723506919
14.714285714285714,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,12702.012137354966,3.9951956933656585,5.003797015402334
16.428571428571427,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,15776.982118896263,3.4935986087424356,4.259207636322353
18.142857142857142,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,18851.952100437557,3.1039033384674566,3.708815341260812
19.857142857142858,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,21926.922081978853,2.792421259573766,3.285061463399173
21.57142857142857,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,25001.89206352015,2.537753316489614,2.9485831294046543
23.285714285714285,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,28076.86204506144,2.325654367564307,2.6748498112449655
25.0,60.285714285714285,29.271107276483278,0.0020603326161173505,19.0,7.632955463720937,31151.832026602744,2.146274241174313,2.447760709754439
1.0,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,-11299.210958634449,inf,inf
2.7142857142857144,61.42857142857143,32.249077726337084,0.0021846938736273013,23.0,5.723218751188571,-7198.1779662229565,56.41080677266701,inf
