hydrogel_thickness_mm,ua_wh_desorber_w_k,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
4.214285714285714,708.5714285714286,22.480559978907877,0.0017306620564362188,11.0,17.173999788953715,-9709.525848380305,inf,inf
4.857142857142858,708.5714285714286,23.093288439619723,0.0016877019088875655,11.0,16.739777074971755,-9618.408934605119,inf,inf
5.5,708.5714285714286,20.84559333731823,0.0016476916078348738,10.0,20.425374727326137,-10370.8632184902,inf,inf
6.142857142857143,708.5714285714286,21.265413551619787,0.00162302918405521,10.0,20.047762493526196,-10320.736328321249,inf,inf
6.7857142857142865,708.5714285714286,21.64753330476711,0.0016023519883194028,10.0,19.719053394262684,-10276.689130302455,inf,inf
7.428571428571429,708.5714285714286,21.990022957827367,0.0015849758910223995,10.0,19.436713221798936,-10239.032803934373,inf,inf
8.071428571428573,708.5714285714286,19.73173889665037,0.0015660899627287317,9.0,24.098719388850157,-10938.985315530135,inf,inf
8.714285714285715,708.5714285714286,20.059226114867943,0.0015525473918031934,9.0,23.73546645648788,-10909.029487337553,inf,inf
9.357142857142858,708.5714285714286,20.3602080651936,0.0015406862450642082,9.0,23.414325479100874,-10882.9205479571,inf,inf
10.0,708.5714285714286,20.67422551309309,0.0015293260791643289,9.0,23.087974348856264,-10854.919678640988,inf,inf
1.0,754.2857142857143,36.7040833038322,0.0028736150896567832,23.0,4.998433572813073,4.264983424640377,9.813344911363552,19.976752694759405
1.6428571428571428,754.2857142857143,31.834947216935806,0.002408996270196599,17.0,7.806988730031515,-4899.577669095863,22.426129333798887,inf
2.2857142857142856,754.2857142857143,27.20218637655224,0.0020899701343306894,14.0,11.108732350419972,-7503.22322116518,70.6113173238024,inf
2.928571428571429,754.2857142857143,26.114929191169875,0.0019256132443620652,13.0,12.47737328579804,-8187.4034025701885,162.17912524976762,inf
3.5714285714285716,754.2857142857143,24.378867581895626,0.0018126697658882253,12.0,14.498360764753958,-8962.070530183017,inf,inf
4.214285714285714,754.2857142857143,22.21425261196576,0.0017391855555353845,11.0,17.379883945558014,-9756.76594663464,inf,inf
4.857142857142858,754.2857142857143,22.7450117004831,0.0016977535266547886,11.0,16.996100309721182,-9680.189528831375,inf,inf
5.5,754.2857142857143,23.216354480256236,0.0016650410390875382,11.0,16.672379326834967,-9614.152933096178,inf,inf
6.142857142857143,754.2857142857143,20.953571148416096,0.0016327259530012179,10.0,20.346124161352392,-10371.024991982084,inf,inf
6.7857142857142865,754.2857142857143,21.372966940635383,0.001610980722859079,10.0,19.972372870662515,-10320.966545421592,inf,inf
7.428571428571429,754.2857142857143,21.677757761439977,0.0015943558552783041,10.0,19.716696471821674,-10289.38964852248,inf,inf
8.071428571428573,754.2857142857143,21.99542259684725,0.0015794421729027446,10.0,19.456715276505186,-10255.736648490287,inf,inf
8.714285714285715,754.2857142857143,19.735192376646513,0.0015631366637788428,9.0,24.12518102209342,-10956.058695546237,inf,inf
9.357142857142858,754.2857142857143,19.999040520904803,0.0015520557295359077,9.0,23.837170486364965,-10935.339236615284,inf,inf
10.0,754.2857142857143,20.28653681065949,0.001541179069343151,9.0,23.529200315640836,-10911.187562371186,inf,inf
1.0,800.0,36.651020743023174,0.0028871008735427703,23.0,5.005670197606311,-15.416189071518602,9.835545758916997,20.084569704746112
1.6428571428571428,800.0,31.70262389840412,0.002419623003020168,17.0,7.839574255437946,-4935.853739142772,22.641398016839855,inf
2.2857142857142856,800.0,27.041016253590424,0.0020957382429472172,14.0,11.174942722917212,-7539.61032577812,72.79726590465884,inf
2.928571428571429,800.0,25.916097018939865,0.0019319516077955128,13.0,12.573101559708524,-8229.086975333083,176.09150261937043,inf
3.5714285714285716,800.0,24.097941549316687,0.0018199433512007105,12.0,14.667377979779006,-9016.434123924464,inf,inf
4.214285714285714,800.0,21.984209874518235,0.0017460682106343946,11.0,17.561747023746026,-9797.573084809226,inf,inf
4.857142857142858,800.0,22.467753721064682,0.0017057635951081664,11.0,17.205836649558115,-9729.372149424711,inf,inf
5.5,800.0,22.946018297596034,0.0016726990754735306,11.0,16.868803269524086,-9662.107700465966,inf,inf
6.142857142857143,800.0,20.6692288587114,0.0016416274978503808,10.0,20.62602156682042,-10416.878902882621,inf,inf
6.7857142857142865,800.0,21.05135669466837,0.0016206350865881345,10.0,20.27749903637999,-10372.830401405121,inf,inf
7.428571428571429,800.0,21.375329264056372,0.001603821038935393,10.0,19.995657830199068,-10338.160196819088,inf,inf
8.071428571428573,800.0,21.684909173734262,0.0015888022270332204,10.0,19.735322450487903,-10305.810996740176,inf,inf
8.714285714285715,800.0,21.95121018770611,0.0015762673785447057,10.0,19.520726924406144,-10280.44108429955,inf,inf
9.357142857142858,800.0,19.71502796991581,0.0015615395309583181,9.0,24.180566174589107,-10976.559899215588,inf,inf
10.0,800.0,19.98463270534695,0.0015509375892599634,9.0,23.884651540321304,-10955.004947269845,inf,inf
