water_price_usd_per_m3,device_lifetime_years,daily_yield_kg_m2,thermal_efficiency,n_cycles_per_day,lcow_usd_per_m3,npv_usd_per_m2,payback_years_simple,payback_years_discounted
4.428571428571429,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-10315.452887029585,inf,inf
6.142857142857142,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-9317.414272294709,inf,inf
7.857142857142857,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-8319.37565755983,181.60794875094538,inf
9.571428571428571,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-7321.337042824954,51.55373107723085,inf
11.285714285714285,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-6323.298428090076,30.04075681947439,inf
13.0,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-5325.2598133552,21.195879728356715,inf
14.714285714285714,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-4327.221198620322,16.374691742416193,inf
16.428571428571427,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-3329.1825838854465,13.340319538409775,inf
18.142857142857142,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-2331.1439691505666,11.254722061290046,29.968018380670944
19.857142857142858,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-1333.1053544156894,9.733073791493199,19.594220530394484
21.57142857142857,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,-335.06673968081304,8.573877986202955,15.04756761916531
23.285714285714285,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,662.9718750540633,7.661414031068038,12.332293163315255
25.0,14.0,21.497021836022054,0.0016638301493752347,10.0,22.14695753033362,1661.0104897889414,6.924484644383018,10.490293255479605
1.0,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-12576.39018150011,inf,inf
2.7142857142857144,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-11504.852787717262,inf,inf
4.428571428571429,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-10433.315393934414,inf,inf
6.142857142857142,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-9361.778000151566,inf,inf
7.857142857142857,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-8290.240606368718,181.60794875094538,inf
9.571428571428571,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-7218.70321258587,51.55373107723085,inf
11.285714285714285,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-6147.1658188030215,30.04075681947439,inf
13.0,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-5075.628425020173,21.195879728356715,inf
14.714285714285714,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-4004.0910312373244,16.374691742416193,inf
16.428571428571427,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-2932.553637454478,13.340319538409775,inf
18.142857142857142,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-1861.0162436716273,11.254722061290046,29.968018380670944
19.857142857142858,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,-789.4788498887792,9.733073791493199,19.594220530394484
21.57142857142857,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,282.05854389406704,8.573877986202955,15.04756761916531
23.285714285714285,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,1353.5959376769151,7.661414031068038,12.332293163315255
25.0,16.0,21.497021836022054,0.0016638301493752347,10.0,21.12018073305752,2425.133331459763,6.924484644383018,10.490293255479605
1.0,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-12694.29441271484,inf,inf
2.7142857142857144,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-11590.038545352945,inf,inf
4.428571428571429,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-10485.78267799105,inf,inf
6.142857142857142,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-9381.526810629155,inf,inf
7.857142857142857,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-8277.27094326726,181.60794875094538,inf
9.571428571428571,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-7173.015075905365,51.55373107723085,inf
11.285714285714285,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-6068.759208543471,30.04075681947439,inf
13.0,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-4964.503341181575,21.195879728356715,inf
14.714285714285714,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-3860.2474738196797,16.374691742416193,inf
16.428571428571427,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-2755.9916064577865,13.340319538409775,inf
18.142857142857142,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-1651.7357390958887,11.254722061290046,29.968018380670944
19.857142857142858,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,-547.4798717339936,9.733073791493199,19.594220530394484
21.57142857142857,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,556.7759956279006,8.573877986202955,15.04756761916531
23.285714285714285,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,1661.0318629897938,7.661414031068038,12.332293163315255
25.0,17.0,21.497021836022054,0.0016638301493752347,10.0,20.7070698988921,2765.2877303516907,6.924484644383018,10.490293255479605
1.0,19.0,21.497021836022054,0.0016638301493752347,10.0,20.02808700034818,-12904.548871671152,inf,inf
